Release Year,Case,Region,Division,Sector,Year,Natural Gas,Distillate Oil,Electricity,Propane,Residual Fuel Oil,Coal
2024,REF,Midwest,East North Central,Commercial,2024,1,1,1,1,1,
2024,REF,Midwest,East North Central,Commercial,2025,0.92613739524478,0.899705134339211,0.959009346741343,0.919743906871933,1.03530263245034,
2024,REF,Midwest,East North Central,Commercial,2026,0.867916648468246,0.842726992659838,0.938451985474539,0.876849126532481,1.14241990721494,
2024,REF,Midwest,East North Central,Commercial,2027,0.834132800459527,0.787232726034248,0.911013427188806,0.853289913814109,1.29538279791559,
2024,REF,Midwest,East North Central,Commercial,2028,0.818243083006093,0.737454589884892,0.896301309900749,0.848201152779614,1.44062238174198,
2024,REF,Midwest,East North Central,Commercial,2029,0.822807306945444,0.741103353935755,0.889019869166842,0.852457150461026,1.44378777467734,
2024,REF,Midwest,East North Central,Commercial,2030,0.830150324365031,0.740151443959925,0.883211866892887,0.864327457268028,1.4532326312969,
2024,REF,Midwest,East North Central,Commercial,2031,0.841304482009192,0.746882332291536,0.879220727788394,0.879942738974126,1.46521053693817,
2024,REF,Midwest,East North Central,Commercial,2032,0.848558462530085,0.750091198550538,0.877834684789768,0.899706379616078,1.47611130638264,
2024,REF,Midwest,East North Central,Commercial,2033,0.86334544596116,0.75458919363966,0.877663480548158,0.921708183348843,1.48605804990595,
2024,REF,Midwest,East North Central,Commercial,2034,0.876468762908094,0.756698520926345,0.884680523111452,0.939986261255259,1.49699313909478,
2024,REF,Midwest,East North Central,Commercial,2035,0.887940686024492,0.762474061704885,0.879493793771519,0.950888167697682,1.50902121243575,
2024,REF,Midwest,East North Central,Commercial,2036,0.892388921355272,0.763865421092937,0.879411300107615,0.957512304867762,1.51855674874683,
2024,REF,Midwest,East North Central,Commercial,2037,0.900802186361207,0.768527149480618,0.881236113753382,0.96499763908868,1.52799635769906,
2024,REF,Midwest,East North Central,Commercial,2038,0.913432070441182,0.771782834047035,0.883961812009194,0.978973563540911,1.53900900741107,
2024,REF,Midwest,East North Central,Commercial,2039,0.91330284661794,0.773622236790409,0.891529200888959,0.979750243275757,1.54713638466997,
2024,REF,Midwest,East North Central,Commercial,2040,0.922496387688796,0.775707538401381,0.897397818072479,0.991428785909844,1.55606466091725,
2024,REF,Midwest,East North Central,Commercial,2041,0.931768136846344,0.781859194967985,0.902311062983165,1.00101281441008,1.56933244318902,
2024,REF,Midwest,East North Central,Commercial,2042,0.931811452094359,0.782010336271652,0.902946025083155,1.00531906092336,1.57081574883741,
2024,REF,Midwest,East North Central,Commercial,2043,0.928114615996489,0.786535570423908,0.900336086957886,1.00541533489845,1.57784877755065,
