ZIP Code,State Abbr,GEA,BA,PADD,Technobasin
17748,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17749,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17750,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17751,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17752,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17754,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17756,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17758,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17760,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17762,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17763,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17764,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17765,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17768,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17769,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17771,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17772,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17774,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17776,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17777,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17778,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17779,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17801,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17810,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17812,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17813,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17814,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17815,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17820,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17821,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17822,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17823,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17824,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17827,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17829,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17830,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17831,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17832,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17833,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17834,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17835,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17836,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17837,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17840,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17841,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17842,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17843,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17844,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17845,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17846,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17847,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17850,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17851,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17853,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17855,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17856,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17857,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17858,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17859,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17860,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17861,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17862,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17864,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17865,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17866,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17867,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17868,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17870,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17872,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17876,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17877,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17878,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17880,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17881,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17882,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17883,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17884,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17885,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17886,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17887,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17888,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17889,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17901,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17920,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17921,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17922,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17923,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17925,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17929,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17930,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17931,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17932,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17933,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17934,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17935,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17936,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17938,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17941,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17943,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17944,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17945,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17946,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17948,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17949,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17951,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17952,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17953,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17954,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17957,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17959,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17960,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17961,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17963,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17964,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17965,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17966,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17967,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17968,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17970,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17972,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17974,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17976,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17978,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17979,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17980,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17981,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17982,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17983,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
17985,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18001,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18002,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18003,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18011,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18012,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18013,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18014,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18015,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18016,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18017,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18018,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18020,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18025,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18030,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18031,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18032,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18034,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18035,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18036,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18037,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18038,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18039,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18040,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18041,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18042,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18043,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18044,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18045,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18046,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18049,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18051,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18052,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18053,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18054,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18055,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18056,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18058,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18059,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18060,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18062,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18063,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18064,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18065,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18066,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18067,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18068,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18069,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18070,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18071,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18072,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18073,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18074,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18076,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18077,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18078,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18079,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18080,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18081,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18083,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18084,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18085,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18086,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18087,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18088,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18091,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18092,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18098,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18099,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18101,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18102,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18103,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18104,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18105,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18106,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18109,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18195,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18201,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18202,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18210,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18211,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18212,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18214,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18216,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18218,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18219,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18220,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18221,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18222,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18223,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18224,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18225,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18229,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18230,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18231,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18232,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18234,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18235,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18237,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18239,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18240,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18241,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18242,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18244,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18245,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18246,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18247,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18248,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18249,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18250,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18251,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18252,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18254,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18255,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18256,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18301,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18302,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18320,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18321,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18322,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18323,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18324,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18325,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18326,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18327,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18328,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18330,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18331,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18332,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18333,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18334,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18335,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18336,PA,RFCEc,New York Independent System Operator,PADD 1,Appalachian
18337,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18340,PA,RFCEc,New York Independent System Operator,PADD 1,Appalachian
18341,PA,RFCEc,New York Independent System Operator,PADD 1,Appalachian
18342,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18343,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18344,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18346,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18347,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18348,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18349,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18350,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18351,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18352,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18353,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18354,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18355,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18356,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18357,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18360,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18370,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18371,PA,RFCEc,New York Independent System Operator,PADD 1,Appalachian
18372,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18403,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18405,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18407,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18410,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18411,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18413,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18414,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18415,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18416,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18417,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18419,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18420,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18421,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18424,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18425,PA,RFCEc,New York Independent System Operator,PADD 1,Appalachian
18426,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18427,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18428,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18430,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18431,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18433,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18434,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18435,PA,RFCEc,New York Independent System Operator,PADD 1,Appalachian
18436,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18437,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18438,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18439,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18440,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18441,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18443,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18444,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18445,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18446,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18447,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18448,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18449,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18451,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18452,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18453,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18454,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18455,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18456,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18457,PA,RFCEc,New York Independent System Operator,PADD 1,Appalachian
18458,PA,RFCEc,New York Independent System Operator,PADD 1,Appalachian
18459,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18460,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18461,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18462,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18463,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18464,PA,RFCEc,New York Independent System Operator,PADD 1,Appalachian
18465,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18466,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18469,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18470,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18471,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18472,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18473,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18501,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18502,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18503,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18504,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18505,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18507,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18508,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18509,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18510,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18512,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18515,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18517,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18518,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18519,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18540,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18577,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18601,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18602,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18603,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18610,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18611,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18612,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18614,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18615,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18616,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18617,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18618,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
18619,PA,RFCEc,"PJM Interconnection, LLC",PADD 1,Appalachian
