Release Year,PADD REGION,Case,rate,Year,kg CO2 eq / MJ
2024,PADD 3,lowZTC,avg,2056,0.09961
2024,PADD 3,lowZTC,avg,2057,0.09961
2024,PADD 3,lowZTC,avg,2058,0.09961
2024,PADD 3,lowZTC,avg,2059,0.09961
2024,PADD 3,lowZTC,avg,2060,0.09961
2024,PADD 3,lowZTC,avg,2061,0.09961
2024,PADD 3,lowZTC,avg,2062,0.09961
2024,PADD 3,lowZTC,avg,2063,0.09961
2024,PADD 3,lowZTC,avg,2064,0.09961
2024,PADD 3,lowZTC,avg,2065,0.09961
2024,PADD 3,lowZTC,avg,2066,0.09961
2024,PADD 3,lowZTC,avg,2067,0.09961
2024,PADD 4,lowZTC,avg,2024,0.0860425
2024,PADD 4,lowZTC,avg,2025,0.08615
2024,PADD 4,lowZTC,avg,2026,0.086164
2024,PADD 4,lowZTC,avg,2027,0.086178
2024,PADD 4,lowZTC,avg,2028,0.086192
2024,PADD 4,lowZTC,avg,2029,0.086206
2024,PADD 4,lowZTC,avg,2030,0.08622
2024,PADD 4,lowZTC,avg,2031,0.086234
2024,PADD 4,lowZTC,avg,2032,0.086248
2024,PADD 4,lowZTC,avg,2033,0.086262
2024,PADD 4,lowZTC,avg,2034,0.086276
2024,PADD 4,lowZTC,avg,2035,0.08629
2024,PADD 4,lowZTC,avg,2036,0.086336
2024,PADD 4,lowZTC,avg,2037,0.086382
2024,PADD 4,lowZTC,avg,2038,0.086428
2024,PADD 4,lowZTC,avg,2039,0.086474
2024,PADD 4,lowZTC,avg,2040,0.08652
2024,PADD 4,lowZTC,avg,2041,0.08654
2024,PADD 4,lowZTC,avg,2042,0.08656
2024,PADD 4,lowZTC,avg,2043,0.08658
2024,PADD 4,lowZTC,avg,2044,0.0866
2024,PADD 4,lowZTC,avg,2045,0.08662
2024,PADD 4,lowZTC,avg,2046,0.08662
2024,PADD 4,lowZTC,avg,2047,0.08662
2024,PADD 4,lowZTC,avg,2048,0.08662
2024,PADD 4,lowZTC,avg,2049,0.08662
2024,PADD 4,lowZTC,avg,2050,0.08662
2024,PADD 4,lowZTC,avg,2051,0.08662
2024,PADD 4,lowZTC,avg,2052,0.08662
2024,PADD 4,lowZTC,avg,2053,0.08662
2024,PADD 4,lowZTC,avg,2054,0.08662
2024,PADD 4,lowZTC,avg,2055,0.08662
2024,PADD 4,lowZTC,avg,2056,0.08662
2024,PADD 4,lowZTC,avg,2057,0.08662
2024,PADD 4,lowZTC,avg,2058,0.08662
2024,PADD 4,lowZTC,avg,2059,0.08662
2024,PADD 4,lowZTC,avg,2060,0.08662
2024,PADD 4,lowZTC,avg,2061,0.08662
2024,PADD 4,lowZTC,avg,2062,0.08662
2024,PADD 4,lowZTC,avg,2063,0.08662
2024,PADD 4,lowZTC,avg,2064,0.08662
2024,PADD 4,lowZTC,avg,2065,0.08662
2024,PADD 4,lowZTC,avg,2066,0.08662
2024,PADD 4,lowZTC,avg,2067,0.08662
2024,PADD 5,lowZTC,avg,2024,0.09912
2024,PADD 5,lowZTC,avg,2025,0.0992
2024,PADD 5,lowZTC,avg,2026,0.099216
2024,PADD 5,lowZTC,avg,2027,0.099232
2024,PADD 5,lowZTC,avg,2028,0.099248
2024,PADD 5,lowZTC,avg,2029,0.099264
2024,PADD 5,lowZTC,avg,2030,0.09928
2024,PADD 5,lowZTC,avg,2031,0.099264
2024,PADD 5,lowZTC,avg,2032,0.099248
2024,PADD 5,lowZTC,avg,2033,0.099232
2024,PADD 5,lowZTC,avg,2034,0.099216
2024,PADD 5,lowZTC,avg,2035,0.0992
2024,PADD 5,lowZTC,avg,2036,0.099216
2024,PADD 5,lowZTC,avg,2037,0.099232
2024,PADD 5,lowZTC,avg,2038,0.099248
2024,PADD 5,lowZTC,avg,2039,0.099264
2024,PADD 5,lowZTC,avg,2040,0.09928
2024,PADD 5,lowZTC,avg,2041,0.09928
2024,PADD 5,lowZTC,avg,2042,0.09928
2024,PADD 5,lowZTC,avg,2043,0.09928
2024,PADD 5,lowZTC,avg,2044,0.09928
2024,PADD 5,lowZTC,avg,2045,0.09928
2024,PADD 5,lowZTC,avg,2046,0.09928
2024,PADD 5,lowZTC,avg,2047,0.09928
2024,PADD 5,lowZTC,avg,2048,0.09928
2024,PADD 5,lowZTC,avg,2049,0.09928
2024,PADD 5,lowZTC,avg,2050,0.09928
2024,PADD 5,lowZTC,avg,2051,0.09928
2024,PADD 5,lowZTC,avg,2052,0.09928
2024,PADD 5,lowZTC,avg,2053,0.09928
2024,PADD 5,lowZTC,avg,2054,0.09928
2024,PADD 5,lowZTC,avg,2055,0.09928
2024,PADD 5,lowZTC,avg,2056,0.09928
2024,PADD 5,lowZTC,avg,2057,0.09928
2024,PADD 5,lowZTC,avg,2058,0.09928
2024,PADD 5,lowZTC,avg,2059,0.09928
2024,PADD 5,lowZTC,avg,2060,0.09928
2024,PADD 5,lowZTC,avg,2061,0.09928
2024,PADD 5,lowZTC,avg,2062,0.09928
2024,PADD 5,lowZTC,avg,2063,0.09928
2024,PADD 5,lowZTC,avg,2064,0.09928
2024,PADD 5,lowZTC,avg,2065,0.09928
2024,PADD 5,lowZTC,avg,2066,0.09928
2024,PADD 5,lowZTC,avg,2067,0.09928
2024,PADD 1,REF,avg,2024,0.09932
2024,PADD 1,REF,avg,2025,0.0993
2024,PADD 1,REF,avg,2026,0.099296
2024,PADD 1,REF,avg,2027,0.099292
2024,PADD 1,REF,avg,2028,0.099288
2024,PADD 1,REF,avg,2029,0.099284
2024,PADD 1,REF,avg,2030,0.09928
2024,PADD 1,REF,avg,2031,0.099284
2024,PADD 1,REF,avg,2032,0.099288
2024,PADD 1,REF,avg,2033,0.099292
2024,PADD 1,REF,avg,2034,0.099296
2024,PADD 1,REF,avg,2035,0.0993
2024,PADD 1,REF,avg,2036,0.09929
2024,PADD 1,REF,avg,2037,0.09928
2024,PADD 1,REF,avg,2038,0.09927
2024,PADD 1,REF,avg,2039,0.09926
2024,PADD 1,REF,avg,2040,0.09925
2024,PADD 1,REF,avg,2041,0.099244
2024,PADD 1,REF,avg,2042,0.099238
2024,PADD 1,REF,avg,2043,0.099232
2024,PADD 1,REF,avg,2044,0.099226
2024,PADD 1,REF,avg,2045,0.09922
2024,PADD 1,REF,avg,2046,0.09922
2024,PADD 1,REF,avg,2047,0.09922
2024,PADD 1,REF,avg,2048,0.09922
2024,PADD 1,REF,avg,2049,0.09922
2024,PADD 1,REF,avg,2050,0.09922
2024,PADD 1,REF,avg,2051,0.09922
2024,PADD 1,REF,avg,2052,0.09922
2024,PADD 1,REF,avg,2053,0.09922
2024,PADD 1,REF,avg,2054,0.09922
2024,PADD 1,REF,avg,2055,0.09922
2024,PADD 1,REF,avg,2056,0.09922
2024,PADD 1,REF,avg,2057,0.09922
2024,PADD 1,REF,avg,2058,0.09922
2024,PADD 1,REF,avg,2059,0.09922
2024,PADD 1,REF,avg,2060,0.09922
2024,PADD 1,REF,avg,2061,0.09922
2024,PADD 1,REF,avg,2062,0.09922
2024,PADD 1,REF,avg,2063,0.09922
2024,PADD 1,REF,avg,2064,0.09922
2024,PADD 1,REF,avg,2065,0.09922
2024,PADD 1,REF,avg,2066,0.09922
2024,PADD 1,REF,avg,2067,0.09922
2024,PADD 2,REF,avg,2024,0.0947275000000002
2024,PADD 2,REF,avg,2025,0.09323
2024,PADD 2,REF,avg,2026,0.093236
2024,PADD 2,REF,avg,2027,0.093242
2024,PADD 2,REF,avg,2028,0.093248
2024,PADD 2,REF,avg,2029,0.093254
2024,PADD 2,REF,avg,2030,0.09326
2024,PADD 2,REF,avg,2031,0.093244
2024,PADD 2,REF,avg,2032,0.093228
2024,PADD 2,REF,avg,2033,0.093212
2024,PADD 2,REF,avg,2034,0.093196
2024,PADD 2,REF,avg,2035,0.09318
2024,PADD 2,REF,avg,2036,0.09318
2024,PADD 2,REF,avg,2037,0.09318
2024,PADD 2,REF,avg,2038,0.09318
2024,PADD 2,REF,avg,2039,0.09318
2024,PADD 2,REF,avg,2040,0.09318
2024,PADD 2,REF,avg,2041,0.093186
2024,PADD 2,REF,avg,2042,0.093192
2024,PADD 2,REF,avg,2043,0.093198
2024,PADD 2,REF,avg,2044,0.093204
2024,PADD 2,REF,avg,2045,0.09321
2024,PADD 2,REF,avg,2046,0.093216
2024,PADD 2,REF,avg,2047,0.093222
2024,PADD 2,REF,avg,2048,0.093228
2024,PADD 2,REF,avg,2049,0.093234
2024,PADD 2,REF,avg,2050,0.09324
2024,PADD 2,REF,avg,2051,0.09324
2024,PADD 2,REF,avg,2052,0.09324
2024,PADD 2,REF,avg,2053,0.09324
2024,PADD 2,REF,avg,2054,0.09324
2024,PADD 2,REF,avg,2055,0.09324
2024,PADD 2,REF,avg,2056,0.09324
2024,PADD 2,REF,avg,2057,0.09324
2024,PADD 2,REF,avg,2058,0.09324
2024,PADD 2,REF,avg,2059,0.09324
2024,PADD 2,REF,avg,2060,0.09324
2024,PADD 2,REF,avg,2061,0.09324
2024,PADD 2,REF,avg,2062,0.09324
2024,PADD 2,REF,avg,2063,0.09324
2024,PADD 2,REF,avg,2064,0.09324
2024,PADD 2,REF,avg,2065,0.09324
2024,PADD 2,REF,avg,2066,0.09324
2024,PADD 2,REF,avg,2067,0.09324
2024,PADD 3,REF,avg,2024,0.099515
2024,PADD 3,REF,avg,2025,0.0995
2024,PADD 3,REF,avg,2026,0.099492
2024,PADD 3,REF,avg,2027,0.099484
2024,PADD 3,REF,avg,2028,0.099476
2024,PADD 3,REF,avg,2029,0.099468
2024,PADD 3,REF,avg,2030,0.09946
2024,PADD 3,REF,avg,2031,0.099496
2024,PADD 3,REF,avg,2032,0.099532
2024,PADD 3,REF,avg,2033,0.099568
2024,PADD 3,REF,avg,2034,0.099604
2024,PADD 3,REF,avg,2035,0.09964
2024,PADD 3,REF,avg,2036,0.099654
2024,PADD 3,REF,avg,2037,0.099668
2024,PADD 3,REF,avg,2038,0.099682
2024,PADD 3,REF,avg,2039,0.099696
2024,PADD 3,REF,avg,2040,0.09971
2024,PADD 3,REF,avg,2041,0.099702
2024,PADD 3,REF,avg,2042,0.099694
2024,PADD 3,REF,avg,2043,0.099686
2024,PADD 3,REF,avg,2044,0.099678
2024,PADD 3,REF,avg,2045,0.09967
2024,PADD 3,REF,avg,2046,0.09966
2024,PADD 3,REF,avg,2047,0.09965
2024,PADD 3,REF,avg,2048,0.09964
2024,PADD 3,REF,avg,2049,0.09963
2024,PADD 3,REF,avg,2050,0.09962
2024,PADD 3,REF,avg,2051,0.09962
2024,PADD 3,REF,avg,2052,0.09962
2024,PADD 3,REF,avg,2053,0.09962
2024,PADD 3,REF,avg,2054,0.09962
2024,PADD 3,REF,avg,2055,0.09962
2024,PADD 3,REF,avg,2056,0.09962
2024,PADD 3,REF,avg,2057,0.09962
2024,PADD 3,REF,avg,2058,0.09962
2024,PADD 3,REF,avg,2059,0.09962
2024,PADD 3,REF,avg,2060,0.09962
2024,PADD 3,REF,avg,2061,0.09962
2024,PADD 3,REF,avg,2062,0.09962
2024,PADD 3,REF,avg,2063,0.09962
2024,PADD 3,REF,avg,2064,0.09962
2024,PADD 3,REF,avg,2065,0.09962
2024,PADD 3,REF,avg,2066,0.09962
2024,PADD 3,REF,avg,2067,0.09962
2024,PADD 4,REF,avg,2024,0.08605
2024,PADD 4,REF,avg,2025,0.08616
2024,PADD 4,REF,avg,2026,0.086172
2024,PADD 4,REF,avg,2027,0.086184
2024,PADD 4,REF,avg,2028,0.086196
2024,PADD 4,REF,avg,2029,0.086208
2024,PADD 4,REF,avg,2030,0.08622
2024,PADD 4,REF,avg,2031,0.086234
2024,PADD 4,REF,avg,2032,0.086248
2024,PADD 4,REF,avg,2033,0.086262
2024,PADD 4,REF,avg,2034,0.086276
2024,PADD 4,REF,avg,2035,0.08629
2024,PADD 4,REF,avg,2036,0.086332
2024,PADD 4,REF,avg,2037,0.086374
2024,PADD 4,REF,avg,2038,0.086416
2024,PADD 4,REF,avg,2039,0.086458
2024,PADD 4,REF,avg,2040,0.0865
2024,PADD 4,REF,avg,2041,0.08652
2024,PADD 4,REF,avg,2042,0.08654
2024,PADD 4,REF,avg,2043,0.08656
2024,PADD 4,REF,avg,2044,0.08658
2024,PADD 4,REF,avg,2045,0.0866
2024,PADD 4,REF,avg,2046,0.086602
2024,PADD 4,REF,avg,2047,0.086604
2024,PADD 4,REF,avg,2048,0.086606
2024,PADD 4,REF,avg,2049,0.086608
2024,PADD 4,REF,avg,2050,0.08661
2024,PADD 4,REF,avg,2051,0.08661
2024,PADD 4,REF,avg,2052,0.08661
2024,PADD 4,REF,avg,2053,0.08661
2024,PADD 4,REF,avg,2054,0.08661
2024,PADD 4,REF,avg,2055,0.08661
2024,PADD 4,REF,avg,2056,0.08661
2024,PADD 4,REF,avg,2057,0.08661
2024,PADD 4,REF,avg,2058,0.08661
2024,PADD 4,REF,avg,2059,0.08661
2024,PADD 4,REF,avg,2060,0.08661
2024,PADD 4,REF,avg,2061,0.08661
2024,PADD 4,REF,avg,2062,0.08661
2024,PADD 4,REF,avg,2063,0.08661
2024,PADD 4,REF,avg,2064,0.08661
2024,PADD 4,REF,avg,2065,0.08661
2024,PADD 4,REF,avg,2066,0.08661
2024,PADD 4,REF,avg,2067,0.08661
2024,PADD 5,REF,avg,2024,0.0991125
2024,PADD 5,REF,avg,2025,0.09919
2024,PADD 5,REF,avg,2026,0.099142
2024,PADD 5,REF,avg,2027,0.099094
2024,PADD 5,REF,avg,2028,0.099046
2024,PADD 5,REF,avg,2029,0.098998
2024,PADD 5,REF,avg,2030,0.09895
2024,PADD 5,REF,avg,2031,0.09897
2024,PADD 5,REF,avg,2032,0.09899
2024,PADD 5,REF,avg,2033,0.09901
2024,PADD 5,REF,avg,2034,0.09903
2024,PADD 5,REF,avg,2035,0.09905
2024,PADD 5,REF,avg,2036,0.099098
2024,PADD 5,REF,avg,2037,0.099146
2024,PADD 5,REF,avg,2038,0.099194
2024,PADD 5,REF,avg,2039,0.099242
2024,PADD 5,REF,avg,2040,0.09929
2024,PADD 5,REF,avg,2041,0.099252
2024,PADD 5,REF,avg,2042,0.099214
2024,PADD 5,REF,avg,2043,0.099176
2024,PADD 5,REF,avg,2044,0.099138
2024,PADD 5,REF,avg,2045,0.0991
2024,PADD 5,REF,avg,2046,0.099034
2024,PADD 5,REF,avg,2047,0.098968
2024,PADD 5,REF,avg,2048,0.098902
2024,PADD 5,REF,avg,2049,0.098836
2024,PADD 5,REF,avg,2050,0.09877
2024,PADD 5,REF,avg,2051,0.09877
2024,PADD 5,REF,avg,2052,0.09877
2024,PADD 5,REF,avg,2053,0.09877
2024,PADD 5,REF,avg,2054,0.09877
2024,PADD 5,REF,avg,2055,0.09877
2024,PADD 5,REF,avg,2056,0.09877
2024,PADD 5,REF,avg,2057,0.09877
2024,PADD 5,REF,avg,2058,0.09877
2024,PADD 5,REF,avg,2059,0.09877
2024,PADD 5,REF,avg,2060,0.09877
2024,PADD 5,REF,avg,2061,0.09877
2024,PADD 5,REF,avg,2062,0.09877
2024,PADD 5,REF,avg,2063,0.09877
2024,PADD 5,REF,avg,2064,0.09877
2024,PADD 5,REF,avg,2065,0.09877
2024,PADD 5,REF,avg,2066,0.09877
2024,PADD 5,REF,avg,2067,0.09877
