ZIP Code,State Abbr,REEDS-GEA,BA,PADD,Technobasin,cambium_gea
61749,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61750,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61751,IL,p82,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61752,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61753,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61754,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61755,IL,p82,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61756,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61758,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61759,IL,p82,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61760,IL,p82,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61761,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61764,IL,p80,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,PJM_West
61769,IL,p80,"PJM Interconnection, LLC",PADD 2,Appalachian,PJM_West
61770,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61771,IL,p82,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61772,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61773,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61774,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61775,IL,p80,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,PJM_West
61776,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61777,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61778,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61790,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61791,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61799,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61801,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61802,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61803,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61810,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61811,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61812,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61813,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61814,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61815,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61816,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61817,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61818,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61820,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61821,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61822,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61824,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61825,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61826,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61830,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61831,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61832,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61833,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61834,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61839,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61840,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61841,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61842,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61843,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61844,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61845,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61846,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61847,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61848,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61849,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61850,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61851,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61852,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61853,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61854,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61855,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61856,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61857,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61858,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61859,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61862,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61863,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61864,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61865,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61866,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61870,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61871,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61872,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61873,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61874,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61875,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61876,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61877,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61878,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61880,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61882,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61883,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61884,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61910,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61911,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61912,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61913,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61914,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61917,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61919,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61920,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61924,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61925,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61928,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61929,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61930,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61931,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61932,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61933,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61936,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61937,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61938,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61940,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61941,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61942,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61943,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61944,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61949,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61951,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
61953,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61955,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61956,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Appalachian,MISO_Central
61957,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62001,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62002,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62006,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62009,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62010,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62011,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62012,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62013,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62014,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62015,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62016,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62017,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62018,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62019,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62021,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62022,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62023,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62024,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62025,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62026,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62027,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62028,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62030,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62031,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62032,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62033,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62034,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62035,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62036,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62037,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62040,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62044,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62045,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62046,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62047,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62048,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62049,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62050,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62051,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62052,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62053,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62054,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62056,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62058,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62059,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62060,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62061,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62062,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62063,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62065,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62067,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62069,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62070,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62071,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62074,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62075,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62076,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62077,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62078,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62079,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62080,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62081,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62082,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62083,IL,p83,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62084,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62085,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62086,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62087,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62088,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62089,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62090,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62091,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62092,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62093,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62094,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62095,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62097,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62098,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62201,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62202,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62203,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62204,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62205,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62206,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62207,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62208,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62214,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62215,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62216,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62217,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62218,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62219,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62220,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62221,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62222,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62223,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62225,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62226,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62230,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62231,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62232,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62233,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62234,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62236,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62237,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62238,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62239,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62240,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62241,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62242,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62243,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62244,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62245,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62246,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62248,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62249,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62250,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62252,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62253,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62254,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62255,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62256,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62257,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62258,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62259,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62260,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62261,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62262,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62263,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62264,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62265,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62266,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62268,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62269,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62271,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62272,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62273,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62274,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62275,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62277,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62278,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62279,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62280,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62281,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62282,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62284,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62285,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62286,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62288,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62289,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62292,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62293,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62294,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62295,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62297,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62298,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62301,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62305,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62306,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62311,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62312,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62313,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62314,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62316,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62319,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62320,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62321,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62323,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62324,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62325,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62326,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
62329,IL,p81,"Midcontinent Independent System Operator, Inc.",PADD 2,Arkoma,MISO_Central
