Release Year,PADD REGION,Case,Rate,Year,kg CO2 eq / MJ
2024,PADD 5,REF,avg,2035,0.08141
2024,PADD 5,REF,avg,2036,0.081456
2024,PADD 5,REF,avg,2037,0.081502
2024,PADD 5,REF,avg,2038,0.081548
2024,PADD 5,REF,avg,2039,0.081594
2024,PADD 5,REF,avg,2040,0.08164
2024,PADD 5,REF,avg,2041,0.081602
2024,PADD 5,REF,avg,2042,0.081564
2024,PADD 5,REF,avg,2043,0.081526
2024,PADD 5,REF,avg,2044,0.081488
2024,PADD 5,REF,avg,2045,0.08145
2024,PADD 5,REF,avg,2046,0.081386
2024,PADD 5,REF,avg,2047,0.081322
2024,PADD 5,REF,avg,2048,0.081258
2024,PADD 5,REF,avg,2049,0.081194
2024,PADD 5,REF,avg,2050,0.08113
2024,PADD 5,REF,avg,2051,0.081066
2024,PADD 5,REF,avg,2052,0.081002
2024,PADD 5,REF,avg,2053,0.080938
