Release Year,PADD REGION,Case,Rate,Year,kg CO2 eq / MJ
2023,PADD 3,LRC,avg,2042,0.082304
2023,PADD 3,LRC,avg,2043,0.082296
2023,PADD 3,LRC,avg,2044,0.082288
2023,PADD 3,LRC,avg,2045,0.08228
2023,PADD 3,LRC,avg,2046,0.08227
2023,PADD 3,LRC,avg,2047,0.08226
2023,PADD 3,LRC,avg,2048,0.08225
2023,PADD 3,LRC,avg,2049,0.08224
2023,PADD 3,LRC,avg,2050,0.08223
2023,PADD 3,LRC,avg,2051,0.082212
2023,PADD 3,LRC,avg,2052,0.082204
2023,PADD 4,LRC,avg,2021,0.0768
2023,PADD 4,LRC,avg,2022,0.0769075
2023,PADD 4,LRC,avg,2023,0.077015
2023,PADD 4,LRC,avg,2024,0.0771225
2023,PADD 4,LRC,avg,2025,0.07723
2023,PADD 4,LRC,avg,2026,0.077242
2023,PADD 4,LRC,avg,2027,0.077254
2023,PADD 4,LRC,avg,2028,0.077266
2023,PADD 4,LRC,avg,2029,0.077278
2023,PADD 4,LRC,avg,2030,0.07729
2023,PADD 4,LRC,avg,2031,0.077304
2023,PADD 4,LRC,avg,2032,0.077318
2023,PADD 4,LRC,avg,2033,0.077332
2023,PADD 4,LRC,avg,2034,0.077346
2023,PADD 4,LRC,avg,2035,0.07736
2023,PADD 4,LRC,avg,2036,0.077402
2023,PADD 4,LRC,avg,2037,0.077444
2023,PADD 4,LRC,avg,2038,0.077486
2023,PADD 4,LRC,avg,2039,0.077528
2023,PADD 4,LRC,avg,2040,0.07757
2023,PADD 4,LRC,avg,2041,0.07759
2023,PADD 4,LRC,avg,2042,0.07761
2023,PADD 4,LRC,avg,2043,0.07763
2023,PADD 4,LRC,avg,2044,0.07765
2023,PADD 4,LRC,avg,2045,0.07767
2023,PADD 4,LRC,avg,2046,0.077672
2023,PADD 4,LRC,avg,2047,0.077674
2023,PADD 4,LRC,avg,2048,0.077676
2023,PADD 4,LRC,avg,2049,0.077678
2023,PADD 4,LRC,avg,2050,0.07768
2023,PADD 4,LRC,avg,2051,0.07769
2023,PADD 4,LRC,avg,2052,0.07769
2023,PADD 5,LRC,avg,2021,0.08124
2023,PADD 5,LRC,avg,2022,0.0813175
2023,PADD 5,LRC,avg,2023,0.081395
2023,PADD 5,LRC,avg,2024,0.0814725
2023,PADD 5,LRC,avg,2025,0.08155
2023,PADD 5,LRC,avg,2026,0.081502
2023,PADD 5,LRC,avg,2027,0.081454
2023,PADD 5,LRC,avg,2028,0.081406
2023,PADD 5,LRC,avg,2029,0.081358
2023,PADD 5,LRC,avg,2030,0.08131
2023,PADD 5,LRC,avg,2031,0.08133
2023,PADD 5,LRC,avg,2032,0.08135
2023,PADD 5,LRC,avg,2033,0.08137
2023,PADD 5,LRC,avg,2034,0.08139
2023,PADD 5,LRC,avg,2035,0.08141
2023,PADD 5,LRC,avg,2036,0.081458
2023,PADD 5,LRC,avg,2037,0.081506
2023,PADD 5,LRC,avg,2038,0.081554
2023,PADD 5,LRC,avg,2039,0.081602
2023,PADD 5,LRC,avg,2040,0.08165
2023,PADD 5,LRC,avg,2041,0.081612
2023,PADD 5,LRC,avg,2042,0.081574
2023,PADD 5,LRC,avg,2043,0.081536
2023,PADD 5,LRC,avg,2044,0.081498
2023,PADD 5,LRC,avg,2045,0.08146
2023,PADD 5,LRC,avg,2046,0.081394
2023,PADD 5,LRC,avg,2047,0.081328
2023,PADD 5,LRC,avg,2048,0.081262
2023,PADD 5,LRC,avg,2049,0.081196
2023,PADD 5,LRC,avg,2050,0.08113
2023,PADD 5,LRC,avg,2051,0.081066
2023,PADD 5,LRC,avg,2052,0.081002
2023,PADD 1,REF,avg,2023,0.08311
2023,PADD 1,REF,avg,2024,0.08309
2023,PADD 1,REF,avg,2025,0.08307
2023,PADD 1,REF,avg,2026,0.083066
2023,PADD 1,REF,avg,2027,0.083062
2023,PADD 1,REF,avg,2028,0.083058
2023,PADD 1,REF,avg,2029,0.083054
2023,PADD 1,REF,avg,2030,0.08305
2023,PADD 1,REF,avg,2031,0.083054
2023,PADD 1,REF,avg,2032,0.083058
2023,PADD 1,REF,avg,2033,0.083062
2023,PADD 1,REF,avg,2034,0.083066
2023,PADD 1,REF,avg,2035,0.08307
2023,PADD 1,REF,avg,2036,0.08306
2023,PADD 1,REF,avg,2037,0.08305
2023,PADD 1,REF,avg,2038,0.08304
2023,PADD 1,REF,avg,2039,0.08303
2023,PADD 1,REF,avg,2040,0.08302
2023,PADD 1,REF,avg,2041,0.083012
2023,PADD 1,REF,avg,2042,0.083004
2023,PADD 1,REF,avg,2043,0.082996
2023,PADD 1,REF,avg,2044,0.082988
2023,PADD 1,REF,avg,2045,0.08298
2023,PADD 1,REF,avg,2046,0.082982
2023,PADD 1,REF,avg,2047,0.082984
2023,PADD 1,REF,avg,2048,0.082986
2023,PADD 1,REF,avg,2049,0.082988
2023,PADD 1,REF,avg,2050,0.08299
2023,PADD 1,REF,avg,2051,0.08299
2023,PADD 1,REF,avg,2052,0.08299
2023,PADD 2,REF,avg,2023,0.077
2023,PADD 2,REF,avg,2024,0.077025
2023,PADD 2,REF,avg,2025,0.07705
2023,PADD 2,REF,avg,2026,0.077056
2023,PADD 2,REF,avg,2027,0.077062
2023,PADD 2,REF,avg,2028,0.077068
2023,PADD 2,REF,avg,2029,0.077074
2023,PADD 2,REF,avg,2030,0.07708
2023,PADD 2,REF,avg,2031,0.077064
2023,PADD 2,REF,avg,2032,0.077048
2023,PADD 2,REF,avg,2033,0.077032
2023,PADD 2,REF,avg,2034,0.077016
2023,PADD 2,REF,avg,2035,0.077
2023,PADD 2,REF,avg,2036,0.077002
2023,PADD 2,REF,avg,2037,0.077004
2023,PADD 2,REF,avg,2038,0.077006
2023,PADD 2,REF,avg,2039,0.077008
2023,PADD 2,REF,avg,2040,0.07701
2023,PADD 2,REF,avg,2041,0.077016
2023,PADD 2,REF,avg,2042,0.077022
2023,PADD 2,REF,avg,2043,0.077028
2023,PADD 2,REF,avg,2044,0.077034
2023,PADD 2,REF,avg,2045,0.07704
2023,PADD 2,REF,avg,2046,0.077044
2023,PADD 2,REF,avg,2047,0.077048
2023,PADD 2,REF,avg,2048,0.077052
2023,PADD 2,REF,avg,2049,0.077056
2023,PADD 2,REF,avg,2050,0.07706
2023,PADD 2,REF,avg,2051,0.077066
2023,PADD 2,REF,avg,2052,0.077072
2023,PADD 3,REF,avg,2023,0.08214
2023,PADD 3,REF,avg,2024,0.082125
2023,PADD 3,REF,avg,2025,0.08211
2023,PADD 3,REF,avg,2026,0.0821
2023,PADD 3,REF,avg,2027,0.08209
2023,PADD 3,REF,avg,2028,0.08208
2023,PADD 3,REF,avg,2029,0.08207
2023,PADD 3,REF,avg,2030,0.08206
2023,PADD 3,REF,avg,2031,0.082096
2023,PADD 3,REF,avg,2032,0.082132
2023,PADD 3,REF,avg,2033,0.082168
2023,PADD 3,REF,avg,2034,0.082204
2023,PADD 3,REF,avg,2035,0.08224
2023,PADD 3,REF,avg,2036,0.082252
2023,PADD 3,REF,avg,2037,0.082264
2023,PADD 3,REF,avg,2038,0.082276
2023,PADD 3,REF,avg,2039,0.082288
2023,PADD 3,REF,avg,2040,0.0823
2023,PADD 3,REF,avg,2041,0.082292
2023,PADD 3,REF,avg,2042,0.082284
2023,PADD 3,REF,avg,2043,0.082276
2023,PADD 3,REF,avg,2044,0.082268
2023,PADD 3,REF,avg,2045,0.08226
2023,PADD 3,REF,avg,2046,0.082252
2023,PADD 3,REF,avg,2047,0.082244
2023,PADD 3,REF,avg,2048,0.082236
2023,PADD 3,REF,avg,2049,0.082228
2023,PADD 3,REF,avg,2050,0.08222
2023,PADD 3,REF,avg,2051,0.08222
2023,PADD 3,REF,avg,2052,0.08221
2023,PADD 4,REF,avg,2023,0.077015
2023,PADD 4,REF,avg,2024,0.0771225
2023,PADD 4,REF,avg,2025,0.07723
2023,PADD 4,REF,avg,2026,0.077244
2023,PADD 4,REF,avg,2027,0.077258
2023,PADD 4,REF,avg,2028,0.077272
2023,PADD 4,REF,avg,2029,0.077286
2023,PADD 4,REF,avg,2030,0.0773
2023,PADD 4,REF,avg,2031,0.077312
2023,PADD 4,REF,avg,2032,0.077324
2023,PADD 4,REF,avg,2033,0.077336
2023,PADD 4,REF,avg,2034,0.077348
2023,PADD 4,REF,avg,2035,0.07736
2023,PADD 4,REF,avg,2036,0.077406
2023,PADD 4,REF,avg,2037,0.077452
2023,PADD 4,REF,avg,2038,0.077498
2023,PADD 4,REF,avg,2039,0.077544
2023,PADD 4,REF,avg,2040,0.07759
2023,PADD 4,REF,avg,2041,0.07761
2023,PADD 4,REF,avg,2042,0.07763
2023,PADD 4,REF,avg,2043,0.07765
2023,PADD 4,REF,avg,2044,0.07767
2023,PADD 4,REF,avg,2045,0.07769
2023,PADD 4,REF,avg,2046,0.07769
2023,PADD 4,REF,avg,2047,0.07769
2023,PADD 4,REF,avg,2048,0.07769
2023,PADD 4,REF,avg,2049,0.07769
2023,PADD 4,REF,avg,2050,0.07769
2023,PADD 4,REF,avg,2051,0.077682
2023,PADD 4,REF,avg,2052,0.077684
2023,PADD 5,REF,avg,2023,0.081395
2023,PADD 5,REF,avg,2024,0.0814725
2023,PADD 5,REF,avg,2025,0.08155
2023,PADD 5,REF,avg,2026,0.0815
2023,PADD 5,REF,avg,2027,0.08145
2023,PADD 5,REF,avg,2028,0.0814
2023,PADD 5,REF,avg,2029,0.08135
2023,PADD 5,REF,avg,2030,0.0813
2023,PADD 5,REF,avg,2031,0.081322
2023,PADD 5,REF,avg,2032,0.081344
2023,PADD 5,REF,avg,2033,0.081366
2023,PADD 5,REF,avg,2034,0.081388
2023,PADD 5,REF,avg,2035,0.08141
2023,PADD 5,REF,avg,2036,0.081456
2023,PADD 5,REF,avg,2037,0.081502
2023,PADD 5,REF,avg,2038,0.081548
2023,PADD 5,REF,avg,2039,0.081594
2023,PADD 5,REF,avg,2040,0.08164
2023,PADD 5,REF,avg,2041,0.081602
2023,PADD 5,REF,avg,2042,0.081564
2023,PADD 5,REF,avg,2043,0.081526
2023,PADD 5,REF,avg,2044,0.081488
2023,PADD 5,REF,avg,2045,0.08145
2023,PADD 5,REF,avg,2046,0.081386
2023,PADD 5,REF,avg,2047,0.081322
2023,PADD 5,REF,avg,2048,0.081258
2023,PADD 5,REF,avg,2049,0.081194
2023,PADD 5,REF,avg,2050,0.08113
2023,PADD 5,REF,avg,2051,0.081064
2023,PADD 5,REF,avg,2052,0.080998
2024,PADD 1,LRC,avg,2024,0.08309
2024,PADD 1,LRC,avg,2025,0.08307
2024,PADD 1,LRC,avg,2026,0.083068
2024,PADD 1,LRC,avg,2027,0.083066
2024,PADD 1,LRC,avg,2028,0.083064
2024,PADD 1,LRC,avg,2029,0.083062
2024,PADD 1,LRC,avg,2030,0.08306
2024,PADD 1,LRC,avg,2031,0.083062
2024,PADD 1,LRC,avg,2032,0.083064
2024,PADD 1,LRC,avg,2033,0.083066
2024,PADD 1,LRC,avg,2034,0.083068
2024,PADD 1,LRC,avg,2035,0.08307
2024,PADD 1,LRC,avg,2036,0.083062
2024,PADD 1,LRC,avg,2037,0.083054
2024,PADD 1,LRC,avg,2038,0.083046
2024,PADD 1,LRC,avg,2039,0.083038
2024,PADD 1,LRC,avg,2040,0.08303
2024,PADD 1,LRC,avg,2041,0.083022
2024,PADD 1,LRC,avg,2042,0.083014
2024,PADD 1,LRC,avg,2043,0.083006
2024,PADD 1,LRC,avg,2044,0.082998
2024,PADD 1,LRC,avg,2045,0.08299
2024,PADD 1,LRC,avg,2046,0.08299
2024,PADD 1,LRC,avg,2047,0.08299
2024,PADD 1,LRC,avg,2048,0.08299
2024,PADD 1,LRC,avg,2049,0.08299
2024,PADD 1,LRC,avg,2050,0.08299
2024,PADD 1,LRC,avg,2051,0.08299
2024,PADD 1,LRC,avg,2052,0.08299
2024,PADD 1,LRC,avg,2053,0.08299
2024,PADD 2,LRC,avg,2024,0.077025
2024,PADD 2,LRC,avg,2025,0.07705
2024,PADD 2,LRC,avg,2026,0.077056
2024,PADD 2,LRC,avg,2027,0.077062
2024,PADD 2,LRC,avg,2028,0.077068
2024,PADD 2,LRC,avg,2029,0.077074
2024,PADD 2,LRC,avg,2030,0.07708
2024,PADD 2,LRC,avg,2031,0.077064
2024,PADD 2,LRC,avg,2032,0.077048
2024,PADD 2,LRC,avg,2033,0.077032
2024,PADD 2,LRC,avg,2034,0.077016
2024,PADD 2,LRC,avg,2035,0.077
2024,PADD 2,LRC,avg,2036,0.076998
2024,PADD 2,LRC,avg,2037,0.076996
2024,PADD 2,LRC,avg,2038,0.076994
2024,PADD 2,LRC,avg,2039,0.076992
2024,PADD 2,LRC,avg,2040,0.07699
2024,PADD 2,LRC,avg,2041,0.076998
2024,PADD 2,LRC,avg,2042,0.077006
2024,PADD 2,LRC,avg,2043,0.077014
2024,PADD 2,LRC,avg,2044,0.077022
2024,PADD 2,LRC,avg,2045,0.07703
2024,PADD 2,LRC,avg,2046,0.077036
2024,PADD 2,LRC,avg,2047,0.077042
2024,PADD 2,LRC,avg,2048,0.077048
2024,PADD 2,LRC,avg,2049,0.077054
2024,PADD 2,LRC,avg,2050,0.07706
2024,PADD 2,LRC,avg,2051,0.077066
2024,PADD 2,LRC,avg,2052,0.077072
2024,PADD 2,LRC,avg,2053,0.077078
2024,PADD 3,LRC,avg,2024,0.082125
2024,PADD 3,LRC,avg,2025,0.08211
2024,PADD 3,LRC,avg,2026,0.082102
2024,PADD 3,LRC,avg,2027,0.082094
2024,PADD 3,LRC,avg,2028,0.082086
2024,PADD 3,LRC,avg,2029,0.082078
2024,PADD 3,LRC,avg,2030,0.08207
2024,PADD 3,LRC,avg,2031,0.082106
2024,PADD 3,LRC,avg,2032,0.082142
2024,PADD 3,LRC,avg,2033,0.082178
2024,PADD 3,LRC,avg,2034,0.082214
2024,PADD 3,LRC,avg,2035,0.08225
2024,PADD 3,LRC,avg,2036,0.082264
2024,PADD 3,LRC,avg,2037,0.082278
2024,PADD 3,LRC,avg,2038,0.082292
2024,PADD 3,LRC,avg,2039,0.082306
2024,PADD 3,LRC,avg,2040,0.08232
2024,PADD 3,LRC,avg,2041,0.082312
2024,PADD 3,LRC,avg,2042,0.082304
2024,PADD 3,LRC,avg,2043,0.082296
2024,PADD 3,LRC,avg,2044,0.082288
2024,PADD 3,LRC,avg,2045,0.08228
2024,PADD 3,LRC,avg,2046,0.08227
2024,PADD 3,LRC,avg,2047,0.08226
2024,PADD 3,LRC,avg,2048,0.08225
2024,PADD 3,LRC,avg,2049,0.08224
2024,PADD 3,LRC,avg,2050,0.08223
2024,PADD 3,LRC,avg,2051,0.08222
2024,PADD 3,LRC,avg,2052,0.08221
2024,PADD 3,LRC,avg,2053,0.0822
2024,PADD 4,LRC,avg,2024,0.0771225
2024,PADD 4,LRC,avg,2025,0.07723
2024,PADD 4,LRC,avg,2026,0.077242
2024,PADD 4,LRC,avg,2027,0.077254
2024,PADD 4,LRC,avg,2028,0.077266
2024,PADD 4,LRC,avg,2029,0.077278
2024,PADD 4,LRC,avg,2030,0.07729
2024,PADD 4,LRC,avg,2031,0.077304
2024,PADD 4,LRC,avg,2032,0.077318
2024,PADD 4,LRC,avg,2033,0.077332
2024,PADD 4,LRC,avg,2034,0.077346
2024,PADD 4,LRC,avg,2035,0.07736
2024,PADD 4,LRC,avg,2036,0.077402
2024,PADD 4,LRC,avg,2037,0.077444
2024,PADD 4,LRC,avg,2038,0.077486
2024,PADD 4,LRC,avg,2039,0.077528
2024,PADD 4,LRC,avg,2040,0.07757
2024,PADD 4,LRC,avg,2041,0.07759
2024,PADD 4,LRC,avg,2042,0.07761
2024,PADD 4,LRC,avg,2043,0.07763
2024,PADD 4,LRC,avg,2044,0.07765
2024,PADD 4,LRC,avg,2045,0.07767
2024,PADD 4,LRC,avg,2046,0.077672
2024,PADD 4,LRC,avg,2047,0.077674
2024,PADD 4,LRC,avg,2048,0.077676
2024,PADD 4,LRC,avg,2049,0.077678
2024,PADD 4,LRC,avg,2050,0.07768
2024,PADD 4,LRC,avg,2051,0.077682
2024,PADD 4,LRC,avg,2052,0.077684
2024,PADD 4,LRC,avg,2053,0.077686
2024,PADD 5,LRC,avg,2024,0.0814725
2024,PADD 5,LRC,avg,2025,0.08155
2024,PADD 5,LRC,avg,2026,0.081502
2024,PADD 5,LRC,avg,2027,0.081454
2024,PADD 5,LRC,avg,2028,0.081406
2024,PADD 5,LRC,avg,2029,0.081358
2024,PADD 5,LRC,avg,2030,0.08131
2024,PADD 5,LRC,avg,2031,0.08133
2024,PADD 5,LRC,avg,2032,0.08135
2024,PADD 5,LRC,avg,2033,0.08137
2024,PADD 5,LRC,avg,2034,0.08139
2024,PADD 5,LRC,avg,2035,0.08141
2024,PADD 5,LRC,avg,2036,0.081458
2024,PADD 5,LRC,avg,2037,0.081506
2024,PADD 5,LRC,avg,2038,0.081554
2024,PADD 5,LRC,avg,2039,0.081602
2024,PADD 5,LRC,avg,2040,0.08165
2024,PADD 5,LRC,avg,2041,0.081612
2024,PADD 5,LRC,avg,2042,0.081574
2024,PADD 5,LRC,avg,2043,0.081536
2024,PADD 5,LRC,avg,2044,0.081498
2024,PADD 5,LRC,avg,2045,0.08146
2024,PADD 5,LRC,avg,2046,0.081394
2024,PADD 5,LRC,avg,2047,0.081328
2024,PADD 5,LRC,avg,2048,0.081262
2024,PADD 5,LRC,avg,2049,0.081196
2024,PADD 5,LRC,avg,2050,0.08113
2024,PADD 5,LRC,avg,2051,0.081064
2024,PADD 5,LRC,avg,2052,0.080998
2024,PADD 5,LRC,avg,2053,0.080932
2024,PADD 1,REF,avg,2024,0.08309
2024,PADD 1,REF,avg,2025,0.08307
2024,PADD 1,REF,avg,2026,0.083066
2024,PADD 1,REF,avg,2027,0.083062
2024,PADD 1,REF,avg,2028,0.083058
2024,PADD 1,REF,avg,2029,0.083054
2024,PADD 1,REF,avg,2030,0.08305
2024,PADD 1,REF,avg,2031,0.083054
2024,PADD 1,REF,avg,2032,0.083058
2024,PADD 1,REF,avg,2033,0.083062
2024,PADD 1,REF,avg,2034,0.083066
2024,PADD 1,REF,avg,2035,0.08307
2024,PADD 1,REF,avg,2036,0.08306
2024,PADD 1,REF,avg,2037,0.08305
2024,PADD 1,REF,avg,2038,0.08304
2024,PADD 1,REF,avg,2039,0.08303
2024,PADD 1,REF,avg,2040,0.08302
2024,PADD 1,REF,avg,2041,0.083012
2024,PADD 1,REF,avg,2042,0.083004
2024,PADD 1,REF,avg,2043,0.082996
2024,PADD 1,REF,avg,2044,0.082988
2024,PADD 1,REF,avg,2045,0.08298
2024,PADD 1,REF,avg,2046,0.082982
2024,PADD 1,REF,avg,2047,0.082984
2024,PADD 1,REF,avg,2048,0.082986
2024,PADD 1,REF,avg,2049,0.082988
2024,PADD 1,REF,avg,2050,0.08299
2024,PADD 1,REF,avg,2051,0.082992
2024,PADD 1,REF,avg,2052,0.082994
2024,PADD 1,REF,avg,2053,0.082996
2024,PADD 2,REF,avg,2024,0.077025
2024,PADD 2,REF,avg,2025,0.07705
2024,PADD 2,REF,avg,2026,0.077056
2024,PADD 2,REF,avg,2027,0.077062
2024,PADD 2,REF,avg,2028,0.077068
2024,PADD 2,REF,avg,2029,0.077074
2024,PADD 2,REF,avg,2030,0.07708
2024,PADD 2,REF,avg,2031,0.077064
2024,PADD 2,REF,avg,2032,0.077048
2024,PADD 2,REF,avg,2033,0.077032
2024,PADD 2,REF,avg,2034,0.077016
2024,PADD 2,REF,avg,2035,0.077
2024,PADD 2,REF,avg,2036,0.077002
2024,PADD 2,REF,avg,2037,0.077004
2024,PADD 2,REF,avg,2038,0.077006
2024,PADD 2,REF,avg,2039,0.077008
2024,PADD 2,REF,avg,2040,0.07701
2024,PADD 2,REF,avg,2041,0.077016
2024,PADD 2,REF,avg,2042,0.077022
2024,PADD 2,REF,avg,2043,0.077028
2024,PADD 2,REF,avg,2044,0.077034
2024,PADD 2,REF,avg,2045,0.07704
2024,PADD 2,REF,avg,2046,0.077044
2024,PADD 2,REF,avg,2047,0.077048
2024,PADD 2,REF,avg,2048,0.077052
2024,PADD 2,REF,avg,2049,0.077056
2024,PADD 2,REF,avg,2050,0.07706
2024,PADD 2,REF,avg,2051,0.077064
2024,PADD 2,REF,avg,2052,0.077068
2024,PADD 2,REF,avg,2053,0.077072
2024,PADD 3,REF,avg,2024,0.082125
2024,PADD 3,REF,avg,2025,0.08211
2024,PADD 3,REF,avg,2026,0.0821
2024,PADD 3,REF,avg,2027,0.08209
2024,PADD 3,REF,avg,2028,0.08208
2024,PADD 3,REF,avg,2029,0.08207
2024,PADD 3,REF,avg,2030,0.08206
2024,PADD 3,REF,avg,2031,0.082096
2024,PADD 3,REF,avg,2032,0.082132
2024,PADD 3,REF,avg,2033,0.082168
2024,PADD 3,REF,avg,2034,0.082204
2024,PADD 3,REF,avg,2035,0.08224
2024,PADD 3,REF,avg,2036,0.082252
2024,PADD 3,REF,avg,2037,0.082264
2024,PADD 3,REF,avg,2038,0.082276
2024,PADD 3,REF,avg,2039,0.082288
2024,PADD 3,REF,avg,2040,0.0823
2024,PADD 3,REF,avg,2041,0.082292
2024,PADD 3,REF,avg,2042,0.082284
2024,PADD 3,REF,avg,2043,0.082276
2024,PADD 3,REF,avg,2044,0.082268
2024,PADD 3,REF,avg,2045,0.08226
2024,PADD 3,REF,avg,2046,0.082252
2024,PADD 3,REF,avg,2047,0.082244
2024,PADD 3,REF,avg,2048,0.082236
2024,PADD 3,REF,avg,2049,0.082228
2024,PADD 3,REF,avg,2050,0.08222
2024,PADD 3,REF,avg,2051,0.082212
2024,PADD 3,REF,avg,2052,0.082204
2024,PADD 3,REF,avg,2053,0.082196
2024,PADD 4,REF,avg,2024,0.0771225
2024,PADD 4,REF,avg,2025,0.07723
2024,PADD 4,REF,avg,2026,0.077244
2024,PADD 4,REF,avg,2027,0.077258
2024,PADD 4,REF,avg,2028,0.077272
2024,PADD 4,REF,avg,2029,0.077286
2024,PADD 4,REF,avg,2030,0.0773
2024,PADD 4,REF,avg,2031,0.077312
2024,PADD 4,REF,avg,2032,0.077324
2024,PADD 4,REF,avg,2033,0.077336
2024,PADD 4,REF,avg,2034,0.077348
2024,PADD 4,REF,avg,2035,0.07736
2024,PADD 4,REF,avg,2036,0.077406
2024,PADD 4,REF,avg,2037,0.077452
2024,PADD 4,REF,avg,2038,0.077498
2024,PADD 4,REF,avg,2039,0.077544
2024,PADD 4,REF,avg,2040,0.07759
2024,PADD 4,REF,avg,2041,0.07761
2024,PADD 4,REF,avg,2042,0.07763
2024,PADD 4,REF,avg,2043,0.07765
2024,PADD 4,REF,avg,2044,0.07767
2024,PADD 4,REF,avg,2045,0.07769
2024,PADD 4,REF,avg,2046,0.07769
2024,PADD 4,REF,avg,2047,0.07769
2024,PADD 4,REF,avg,2048,0.07769
2024,PADD 4,REF,avg,2049,0.07769
2024,PADD 4,REF,avg,2050,0.07769
2024,PADD 4,REF,avg,2051,0.07769
2024,PADD 4,REF,avg,2052,0.07769
2024,PADD 4,REF,avg,2053,0.07769
2024,PADD 5,REF,avg,2024,0.0814725
2024,PADD 5,REF,avg,2025,0.08155
2024,PADD 5,REF,avg,2026,0.0815
2024,PADD 5,REF,avg,2027,0.08145
2024,PADD 5,REF,avg,2028,0.0814
2024,PADD 5,REF,avg,2029,0.08135
2024,PADD 5,REF,avg,2030,0.0813
2024,PADD 5,REF,avg,2031,0.081322
2024,PADD 5,REF,avg,2032,0.081344
2024,PADD 5,REF,avg,2033,0.081366
2024,PADD 5,REF,avg,2034,0.081388
