release year,reeds,case,rate,Year,kg CO2 eq / MWh
2024,p2,mid-case,lrm,2039,0
2024,p2,mid-case,lrm,2040,0
2024,p2,mid-case,lrm,2041,0
2024,p2,mid-case,lrm,2042,0
2024,p2,mid-case,lrm,2043,0
2024,p2,mid-case,lrm,2044,0
2024,p2,mid-case,lrm,2045,0
2024,p2,mid-case,lrm,2046,0
2024,p2,mid-case,lrm,2047,0
2024,p2,mid-case,lrm,2048,0
2024,p2,mid-case,lrm,2049,0
2024,p2,mid-case,lrm,2050,0
2024,p2,mid-case,lrm,2051,0
2024,p2,mid-case,lrm,2052,0
2024,p2,mid-case,lrm,2053,0
2024,p3,mid-case,lrm,2024,119.52
2024,p3,mid-case,lrm,2025,99.6
2024,p3,mid-case,lrm,2026,79.68
2024,p3,mid-case,lrm,2027,59.76
2024,p3,mid-case,lrm,2028,39.84
2024,p3,mid-case,lrm,2029,19.92
2024,p3,mid-case,lrm,2030,0
2024,p3,mid-case,lrm,2031,0
2024,p3,mid-case,lrm,2032,0
2024,p3,mid-case,lrm,2033,0
2024,p3,mid-case,lrm,2034,0
2024,p3,mid-case,lrm,2035,0
2024,p3,mid-case,lrm,2036,0
2024,p3,mid-case,lrm,2037,0
2024,p3,mid-case,lrm,2038,0
2024,p3,mid-case,lrm,2039,0
2024,p3,mid-case,lrm,2040,0
2024,p3,mid-case,lrm,2041,0
2024,p3,mid-case,lrm,2042,0
2024,p3,mid-case,lrm,2043,0
2024,p3,mid-case,lrm,2044,0
2024,p3,mid-case,lrm,2045,0
2024,p3,mid-case,lrm,2046,0
2024,p3,mid-case,lrm,2047,0
2024,p3,mid-case,lrm,2048,0
2024,p3,mid-case,lrm,2049,0
2024,p3,mid-case,lrm,2050,0
2024,p3,mid-case,lrm,2051,0
2024,p3,mid-case,lrm,2052,0
2024,p3,mid-case,lrm,2053,0
2024,p4,mid-case,lrm,2024,119.52
2024,p4,mid-case,lrm,2025,99.6
2024,p4,mid-case,lrm,2026,79.68
2024,p4,mid-case,lrm,2027,59.76
2024,p4,mid-case,lrm,2028,39.84
2024,p4,mid-case,lrm,2029,19.92
2024,p4,mid-case,lrm,2030,0
2024,p4,mid-case,lrm,2031,0
2024,p4,mid-case,lrm,2032,0
2024,p4,mid-case,lrm,2033,0
2024,p4,mid-case,lrm,2034,0
2024,p4,mid-case,lrm,2035,0
2024,p4,mid-case,lrm,2036,0
2024,p4,mid-case,lrm,2037,0
2024,p4,mid-case,lrm,2038,0
2024,p4,mid-case,lrm,2039,0
2024,p4,mid-case,lrm,2040,0
2024,p4,mid-case,lrm,2041,0
2024,p4,mid-case,lrm,2042,0
2024,p4,mid-case,lrm,2043,0
2024,p4,mid-case,lrm,2044,0
2024,p4,mid-case,lrm,2045,0
2024,p4,mid-case,lrm,2046,0
2024,p4,mid-case,lrm,2047,0
2024,p4,mid-case,lrm,2048,0
2024,p4,mid-case,lrm,2049,0
2024,p4,mid-case,lrm,2050,0
2024,p4,mid-case,lrm,2051,0
2024,p4,mid-case,lrm,2052,0
2024,p4,mid-case,lrm,2053,0
2024,p5,mid-case,lrm,2024,95.64
2024,p5,mid-case,lrm,2025,101
2024,p5,mid-case,lrm,2026,106.36
2024,p5,mid-case,lrm,2027,111.72
2024,p5,mid-case,lrm,2028,117.08
2024,p5,mid-case,lrm,2029,122.44
2024,p5,mid-case,lrm,2030,127.8
2024,p5,mid-case,lrm,2031,125.3
2024,p5,mid-case,lrm,2032,122.8
2024,p5,mid-case,lrm,2033,120.3
2024,p5,mid-case,lrm,2034,117.8
2024,p5,mid-case,lrm,2035,115.3
2024,p5,mid-case,lrm,2036,106.3
2024,p5,mid-case,lrm,2037,97.3
2024,p5,mid-case,lrm,2038,88.3
2024,p5,mid-case,lrm,2039,79.3
2024,p5,mid-case,lrm,2040,70.3
2024,p5,mid-case,lrm,2041,68.98
2024,p5,mid-case,lrm,2042,67.66
2024,p5,mid-case,lrm,2043,66.34
2024,p5,mid-case,lrm,2044,65.02
2024,p5,mid-case,lrm,2045,63.7
2024,p5,mid-case,lrm,2046,73.78
2024,p5,mid-case,lrm,2047,83.86
2024,p5,mid-case,lrm,2048,93.94
2024,p5,mid-case,lrm,2049,104.02
2024,p5,mid-case,lrm,2050,114.1
2024,p5,mid-case,lrm,2051,124.18
2024,p5,mid-case,lrm,2052,134.26
2024,p5,mid-case,lrm,2053,144.34
2024,p6,mid-case,lrm,2024,95.64
2024,p6,mid-case,lrm,2025,101
2024,p6,mid-case,lrm,2026,106.36
2024,p6,mid-case,lrm,2027,111.72
2024,p6,mid-case,lrm,2028,117.08
2024,p6,mid-case,lrm,2029,122.44
2024,p6,mid-case,lrm,2030,127.8
2024,p6,mid-case,lrm,2031,125.3
2024,p6,mid-case,lrm,2032,122.8
2024,p6,mid-case,lrm,2033,120.3
2024,p6,mid-case,lrm,2034,117.8
2024,p6,mid-case,lrm,2035,115.3
2024,p6,mid-case,lrm,2036,106.3
2024,p6,mid-case,lrm,2037,97.3
2024,p6,mid-case,lrm,2038,88.3
2024,p6,mid-case,lrm,2039,79.3
2024,p6,mid-case,lrm,2040,70.3
2024,p6,mid-case,lrm,2041,68.98
2024,p6,mid-case,lrm,2042,67.66
2024,p6,mid-case,lrm,2043,66.34
2024,p6,mid-case,lrm,2044,65.02
2024,p6,mid-case,lrm,2045,63.7
2024,p6,mid-case,lrm,2046,73.78
2024,p6,mid-case,lrm,2047,83.86
2024,p6,mid-case,lrm,2048,93.94
2024,p6,mid-case,lrm,2049,104.02
2024,p6,mid-case,lrm,2050,114.1
2024,p6,mid-case,lrm,2051,124.18
2024,p6,mid-case,lrm,2052,134.26
2024,p6,mid-case,lrm,2053,144.34
2024,p7,mid-case,lrm,2024,95.3
2024,p7,mid-case,lrm,2025,100.7
2024,p7,mid-case,lrm,2026,106.1
2024,p7,mid-case,lrm,2027,111.5
2024,p7,mid-case,lrm,2028,116.9
2024,p7,mid-case,lrm,2029,122.3
2024,p7,mid-case,lrm,2030,127.7
2024,p7,mid-case,lrm,2031,125.34
2024,p7,mid-case,lrm,2032,122.98
2024,p7,mid-case,lrm,2033,120.62
2024,p7,mid-case,lrm,2034,118.26
2024,p7,mid-case,lrm,2035,115.9
2024,p7,mid-case,lrm,2036,106.88
2024,p7,mid-case,lrm,2037,97.86
2024,p7,mid-case,lrm,2038,88.84
2024,p7,mid-case,lrm,2039,79.82
2024,p7,mid-case,lrm,2040,70.8
2024,p7,mid-case,lrm,2041,69.48
2024,p7,mid-case,lrm,2042,68.16
2024,p7,mid-case,lrm,2043,66.84
2024,p7,mid-case,lrm,2044,65.52
2024,p7,mid-case,lrm,2045,64.2
2024,p7,mid-case,lrm,2046,74.4
2024,p7,mid-case,lrm,2047,84.6
2024,p7,mid-case,lrm,2048,94.8
2024,p7,mid-case,lrm,2049,105
2024,p7,mid-case,lrm,2050,115.2
2024,p7,mid-case,lrm,2051,125.4
2024,p7,mid-case,lrm,2052,135.6
2024,p7,mid-case,lrm,2053,145.8
2024,p8,mid-case,lrm,2024,226.2
2024,p8,mid-case,lrm,2025,211.5
2024,p8,mid-case,lrm,2026,196.8
2024,p8,mid-case,lrm,2027,182.1
2024,p8,mid-case,lrm,2028,167.4
2024,p8,mid-case,lrm,2029,152.7
2024,p8,mid-case,lrm,2030,138
2024,p8,mid-case,lrm,2031,123.58
2024,p8,mid-case,lrm,2032,109.16
2024,p8,mid-case,lrm,2033,94.74
2024,p8,mid-case,lrm,2034,80.32
2024,p8,mid-case,lrm,2035,65.9
2024,p8,mid-case,lrm,2036,64.6
2024,p8,mid-case,lrm,2037,63.3
2024,p8,mid-case,lrm,2038,62
2024,p8,mid-case,lrm,2039,60.7
2024,p8,mid-case,lrm,2040,59.4
2024,p8,mid-case,lrm,2041,54.32
2024,p8,mid-case,lrm,2042,49.24
2024,p8,mid-case,lrm,2043,44.16
2024,p8,mid-case,lrm,2044,39.08
2024,p8,mid-case,lrm,2045,34
2024,p8,mid-case,lrm,2046,31.58
2024,p8,mid-case,lrm,2047,29.16
2024,p8,mid-case,lrm,2048,26.74
2024,p8,mid-case,lrm,2049,24.32
2024,p8,mid-case,lrm,2050,21.9
2024,p8,mid-case,lrm,2051,19.48
2024,p8,mid-case,lrm,2052,17.06
2024,p8,mid-case,lrm,2053,14.64
2024,p9,mid-case,lrm,2024,267.72
2024,p9,mid-case,lrm,2025,253.8
2024,p9,mid-case,lrm,2026,239.88
2024,p9,mid-case,lrm,2027,225.96
2024,p9,mid-case,lrm,2028,212.04
2024,p9,mid-case,lrm,2029,198.12
2024,p9,mid-case,lrm,2030,184.2
2024,p9,mid-case,lrm,2031,161.28
2024,p9,mid-case,lrm,2032,138.36
2024,p9,mid-case,lrm,2033,115.44
2024,p9,mid-case,lrm,2034,92.52
2024,p9,mid-case,lrm,2035,69.6
2024,p9,mid-case,lrm,2036,63.18
2024,p9,mid-case,lrm,2037,56.76
2024,p9,mid-case,lrm,2038,50.34
2024,p9,mid-case,lrm,2039,43.92
2024,p9,mid-case,lrm,2040,37.5
2024,p9,mid-case,lrm,2041,35.68
2024,p9,mid-case,lrm,2042,33.86
2024,p9,mid-case,lrm,2043,32.04
2024,p9,mid-case,lrm,2044,30.22
2024,p9,mid-case,lrm,2045,28.4
2024,p9,mid-case,lrm,2046,27.18
2024,p9,mid-case,lrm,2047,25.96
2024,p9,mid-case,lrm,2048,24.74
2024,p9,mid-case,lrm,2049,23.52
2024,p9,mid-case,lrm,2050,22.3
2024,p9,mid-case,lrm,2051,21.08
2024,p9,mid-case,lrm,2052,19.86
2024,p9,mid-case,lrm,2053,18.64
2024,p10,mid-case,lrm,2024,267.72
2024,p10,mid-case,lrm,2025,253.8
2024,p10,mid-case,lrm,2026,239.88
2024,p10,mid-case,lrm,2027,225.96
2024,p10,mid-case,lrm,2028,212.04
2024,p10,mid-case,lrm,2029,198.12
2024,p10,mid-case,lrm,2030,184.2
2024,p10,mid-case,lrm,2031,161.28
2024,p10,mid-case,lrm,2032,138.36
2024,p10,mid-case,lrm,2033,115.44
2024,p10,mid-case,lrm,2034,92.52
2024,p10,mid-case,lrm,2035,69.6
2024,p10,mid-case,lrm,2036,63.18
2024,p10,mid-case,lrm,2037,56.76
2024,p10,mid-case,lrm,2038,50.34
2024,p10,mid-case,lrm,2039,43.92
2024,p10,mid-case,lrm,2040,37.5
2024,p10,mid-case,lrm,2041,35.68
2024,p10,mid-case,lrm,2042,33.86
2024,p10,mid-case,lrm,2043,32.04
2024,p10,mid-case,lrm,2044,30.22
2024,p10,mid-case,lrm,2045,28.4
2024,p10,mid-case,lrm,2046,27.18
2024,p10,mid-case,lrm,2047,25.96
2024,p10,mid-case,lrm,2048,24.74
2024,p10,mid-case,lrm,2049,23.52
2024,p10,mid-case,lrm,2050,22.3
2024,p10,mid-case,lrm,2051,21.08
2024,p10,mid-case,lrm,2052,19.86
2024,p10,mid-case,lrm,2053,18.64
2024,p11,mid-case,lrm,2024,267.72
2024,p11,mid-case,lrm,2025,253.8
2024,p11,mid-case,lrm,2026,239.88
2024,p11,mid-case,lrm,2027,225.96
2024,p11,mid-case,lrm,2028,212.04
2024,p11,mid-case,lrm,2029,198.12
2024,p11,mid-case,lrm,2030,184.2
2024,p11,mid-case,lrm,2031,161.28
2024,p11,mid-case,lrm,2032,138.36
2024,p11,mid-case,lrm,2033,115.44
2024,p11,mid-case,lrm,2034,92.52
2024,p11,mid-case,lrm,2035,69.6
2024,p11,mid-case,lrm,2036,63.18
2024,p11,mid-case,lrm,2037,56.76
2024,p11,mid-case,lrm,2038,50.34
2024,p11,mid-case,lrm,2039,43.92
2024,p11,mid-case,lrm,2040,37.5
2024,p11,mid-case,lrm,2041,35.68
2024,p11,mid-case,lrm,2042,33.86
2024,p11,mid-case,lrm,2043,32.04
2024,p11,mid-case,lrm,2044,30.22
2024,p11,mid-case,lrm,2045,28.4
2024,p11,mid-case,lrm,2046,27.18
2024,p11,mid-case,lrm,2047,25.96
2024,p11,mid-case,lrm,2048,24.74
2024,p11,mid-case,lrm,2049,23.52
2024,p11,mid-case,lrm,2050,22.3
2024,p11,mid-case,lrm,2051,21.08
2024,p11,mid-case,lrm,2052,19.86
2024,p11,mid-case,lrm,2053,18.64
2024,p12,mid-case,lrm,2024,251.44
2024,p12,mid-case,lrm,2025,240
2024,p12,mid-case,lrm,2026,228.56
2024,p12,mid-case,lrm,2027,217.12
2024,p12,mid-case,lrm,2028,205.68
2024,p12,mid-case,lrm,2029,194.24
2024,p12,mid-case,lrm,2030,182.8
2024,p12,mid-case,lrm,2031,172.08
2024,p12,mid-case,lrm,2032,161.36
2024,p12,mid-case,lrm,2033,150.64
2024,p12,mid-case,lrm,2034,139.92
2024,p12,mid-case,lrm,2035,129.2
2024,p12,mid-case,lrm,2036,118.22
2024,p12,mid-case,lrm,2037,107.24
2024,p12,mid-case,lrm,2038,96.26
2024,p12,mid-case,lrm,2039,85.28
2024,p12,mid-case,lrm,2040,74.3
2024,p12,mid-case,lrm,2041,73.86
2024,p12,mid-case,lrm,2042,73.42
2024,p12,mid-case,lrm,2043,72.98
2024,p12,mid-case,lrm,2044,72.54
2024,p12,mid-case,lrm,2045,72.1
2024,p12,mid-case,lrm,2046,67.26
2024,p12,mid-case,lrm,2047,62.42
2024,p12,mid-case,lrm,2048,57.58
2024,p12,mid-case,lrm,2049,52.74
2024,p12,mid-case,lrm,2050,47.9
2024,p12,mid-case,lrm,2051,43.06
2024,p12,mid-case,lrm,2052,38.22
2024,p12,mid-case,lrm,2053,33.38
2024,p13,mid-case,lrm,2024,251.44
2024,p13,mid-case,lrm,2025,240
2024,p13,mid-case,lrm,2026,228.56
2024,p13,mid-case,lrm,2027,217.12
2024,p13,mid-case,lrm,2028,205.68
2024,p13,mid-case,lrm,2029,194.24
2024,p13,mid-case,lrm,2030,182.8
2024,p13,mid-case,lrm,2031,172.08
2024,p13,mid-case,lrm,2032,161.36
2024,p13,mid-case,lrm,2033,150.64
2024,p13,mid-case,lrm,2034,139.92
2024,p13,mid-case,lrm,2035,129.2
2024,p13,mid-case,lrm,2036,118.22
2024,p13,mid-case,lrm,2037,107.24
2024,p13,mid-case,lrm,2038,96.26
2024,p13,mid-case,lrm,2039,85.28
2024,p13,mid-case,lrm,2040,74.3
2024,p13,mid-case,lrm,2041,73.86
2024,p13,mid-case,lrm,2042,73.42
2024,p13,mid-case,lrm,2043,72.98
2024,p13,mid-case,lrm,2044,72.54
2024,p13,mid-case,lrm,2045,72.1
2024,p13,mid-case,lrm,2046,67.26
2024,p13,mid-case,lrm,2047,62.42
2024,p13,mid-case,lrm,2048,57.58
2024,p13,mid-case,lrm,2049,52.74
2024,p13,mid-case,lrm,2050,47.9
2024,p13,mid-case,lrm,2051,43.06
2024,p13,mid-case,lrm,2052,38.22
2024,p13,mid-case,lrm,2053,33.38
2024,p14,mid-case,lrm,2024,302.74
2024,p14,mid-case,lrm,2025,283.1
2024,p14,mid-case,lrm,2026,263.46
2024,p14,mid-case,lrm,2027,243.82
2024,p14,mid-case,lrm,2028,224.18
2024,p14,mid-case,lrm,2029,204.54
2024,p14,mid-case,lrm,2030,184.9
2024,p14,mid-case,lrm,2031,184.2
2024,p14,mid-case,lrm,2032,183.5
2024,p14,mid-case,lrm,2033,182.8
2024,p14,mid-case,lrm,2034,182.1
2024,p14,mid-case,lrm,2035,181.4
2024,p14,mid-case,lrm,2036,160.7
2024,p14,mid-case,lrm,2037,140
2024,p14,mid-case,lrm,2038,119.3
2024,p14,mid-case,lrm,2039,98.6
2024,p14,mid-case,lrm,2040,77.9
2024,p14,mid-case,lrm,2041,82.38
2024,p14,mid-case,lrm,2042,86.86
2024,p14,mid-case,lrm,2043,91.34
2024,p14,mid-case,lrm,2044,95.82
2024,p14,mid-case,lrm,2045,100.3
2024,p14,mid-case,lrm,2046,132.42
2024,p14,mid-case,lrm,2047,164.54
2024,p14,mid-case,lrm,2048,196.66
2024,p14,mid-case,lrm,2049,228.78
2024,p14,mid-case,lrm,2050,260.9
2024,p14,mid-case,lrm,2051,293.02
2024,p14,mid-case,lrm,2052,325.14
2024,p14,mid-case,lrm,2053,357.26
2024,p15,mid-case,lrm,2024,302.76
2024,p15,mid-case,lrm,2025,283.1
2024,p15,mid-case,lrm,2026,263.44
2024,p15,mid-case,lrm,2027,243.78
2024,p15,mid-case,lrm,2028,224.12
2024,p15,mid-case,lrm,2029,204.46
2024,p15,mid-case,lrm,2030,184.8
2024,p15,mid-case,lrm,2031,184.12
2024,p15,mid-case,lrm,2032,183.44
2024,p15,mid-case,lrm,2033,182.76
2024,p15,mid-case,lrm,2034,182.08
2024,p15,mid-case,lrm,2035,181.4
2024,p15,mid-case,lrm,2036,160.7
2024,p15,mid-case,lrm,2037,140
2024,p15,mid-case,lrm,2038,119.3
2024,p15,mid-case,lrm,2039,98.6
2024,p15,mid-case,lrm,2040,77.9
2024,p15,mid-case,lrm,2041,82.38
2024,p15,mid-case,lrm,2042,86.86
2024,p15,mid-case,lrm,2043,91.34
2024,p15,mid-case,lrm,2044,95.82
2024,p15,mid-case,lrm,2045,100.3
2024,p15,mid-case,lrm,2046,132.42
2024,p15,mid-case,lrm,2047,164.54
2024,p15,mid-case,lrm,2048,196.66
2024,p15,mid-case,lrm,2049,228.78
2024,p15,mid-case,lrm,2050,260.9
2024,p15,mid-case,lrm,2051,293.02
2024,p15,mid-case,lrm,2052,325.14
2024,p15,mid-case,lrm,2053,357.26
2024,p16,mid-case,lrm,2024,302.74
2024,p16,mid-case,lrm,2025,283.1
2024,p16,mid-case,lrm,2026,263.46
2024,p16,mid-case,lrm,2027,243.82
2024,p16,mid-case,lrm,2028,224.18
2024,p16,mid-case,lrm,2029,204.54
2024,p16,mid-case,lrm,2030,184.9
2024,p16,mid-case,lrm,2031,184.2
2024,p16,mid-case,lrm,2032,183.5
2024,p16,mid-case,lrm,2033,182.8
2024,p16,mid-case,lrm,2034,182.1
2024,p16,mid-case,lrm,2035,181.4
2024,p16,mid-case,lrm,2036,160.7
2024,p16,mid-case,lrm,2037,140
2024,p16,mid-case,lrm,2038,119.3
2024,p16,mid-case,lrm,2039,98.6
2024,p16,mid-case,lrm,2040,77.9
2024,p16,mid-case,lrm,2041,82.38
2024,p16,mid-case,lrm,2042,86.86
2024,p16,mid-case,lrm,2043,91.34
2024,p16,mid-case,lrm,2044,95.82
2024,p16,mid-case,lrm,2045,100.3
2024,p16,mid-case,lrm,2046,132.42
2024,p16,mid-case,lrm,2047,164.54
2024,p16,mid-case,lrm,2048,196.66
2024,p16,mid-case,lrm,2049,228.78
2024,p16,mid-case,lrm,2050,260.9
2024,p16,mid-case,lrm,2051,293.02
2024,p16,mid-case,lrm,2052,325.14
2024,p16,mid-case,lrm,2053,357.26
2024,p17,mid-case,lrm,2024,299.82
2024,p17,mid-case,lrm,2025,280
2024,p17,mid-case,lrm,2026,260.18
2024,p17,mid-case,lrm,2027,240.36
2024,p17,mid-case,lrm,2028,220.54
2024,p17,mid-case,lrm,2029,200.72
2024,p17,mid-case,lrm,2030,180.9
2024,p17,mid-case,lrm,2031,181
2024,p17,mid-case,lrm,2032,181.1
2024,p17,mid-case,lrm,2033,181.2
2024,p17,mid-case,lrm,2034,181.3
2024,p17,mid-case,lrm,2035,181.4
2024,p17,mid-case,lrm,2036,160.56
2024,p17,mid-case,lrm,2037,139.72
2024,p17,mid-case,lrm,2038,118.88
2024,p17,mid-case,lrm,2039,98.04
2024,p17,mid-case,lrm,2040,77.2
2024,p17,mid-case,lrm,2041,81.8
2024,p17,mid-case,lrm,2042,86.4
2024,p17,mid-case,lrm,2043,91
2024,p17,mid-case,lrm,2044,95.6
2024,p17,mid-case,lrm,2045,100.2
2024,p17,mid-case,lrm,2046,132.14
2024,p17,mid-case,lrm,2047,164.08
2024,p17,mid-case,lrm,2048,196.02
2024,p17,mid-case,lrm,2049,227.96
2024,p17,mid-case,lrm,2050,259.9
2024,p17,mid-case,lrm,2051,291.84
2024,p17,mid-case,lrm,2052,323.78
2024,p17,mid-case,lrm,2053,355.72
2024,p18,mid-case,lrm,2024,299.82
2024,p18,mid-case,lrm,2025,280
2024,p18,mid-case,lrm,2026,260.18
2024,p18,mid-case,lrm,2027,240.36
2024,p18,mid-case,lrm,2028,220.54
2024,p18,mid-case,lrm,2029,200.72
2024,p18,mid-case,lrm,2030,180.9
2024,p18,mid-case,lrm,2031,181
2024,p18,mid-case,lrm,2032,181.1
2024,p18,mid-case,lrm,2033,181.2
2024,p18,mid-case,lrm,2034,181.3
2024,p18,mid-case,lrm,2035,181.4
2024,p18,mid-case,lrm,2036,160.56
2024,p18,mid-case,lrm,2037,139.72
2024,p18,mid-case,lrm,2038,118.88
2024,p18,mid-case,lrm,2039,98.04
2024,p18,mid-case,lrm,2040,77.2
2024,p18,mid-case,lrm,2041,81.8
2024,p18,mid-case,lrm,2042,86.4
2024,p18,mid-case,lrm,2043,91
2024,p18,mid-case,lrm,2044,95.6
2024,p18,mid-case,lrm,2045,100.2
2024,p18,mid-case,lrm,2046,132.14
2024,p18,mid-case,lrm,2047,164.08
2024,p18,mid-case,lrm,2048,196.02
2024,p18,mid-case,lrm,2049,227.96
2024,p18,mid-case,lrm,2050,259.9
2024,p18,mid-case,lrm,2051,291.84
2024,p18,mid-case,lrm,2052,323.78
2024,p18,mid-case,lrm,2053,355.72
2024,p19,mid-case,lrm,2024,299.68
2024,p19,mid-case,lrm,2025,279.9
2024,p19,mid-case,lrm,2026,260.12
2024,p19,mid-case,lrm,2027,240.34
2024,p19,mid-case,lrm,2028,220.56
2024,p19,mid-case,lrm,2029,200.78
2024,p19,mid-case,lrm,2030,181
2024,p19,mid-case,lrm,2031,181.1
2024,p19,mid-case,lrm,2032,181.2
2024,p19,mid-case,lrm,2033,181.3
2024,p19,mid-case,lrm,2034,181.4
2024,p19,mid-case,lrm,2035,181.5
2024,p19,mid-case,lrm,2036,160.66
2024,p19,mid-case,lrm,2037,139.82
2024,p19,mid-case,lrm,2038,118.98
2024,p19,mid-case,lrm,2039,98.14
2024,p19,mid-case,lrm,2040,77.3
2024,p19,mid-case,lrm,2041,81.9
2024,p19,mid-case,lrm,2042,86.5
2024,p19,mid-case,lrm,2043,91.1
2024,p19,mid-case,lrm,2044,95.7
2024,p19,mid-case,lrm,2045,100.3
2024,p19,mid-case,lrm,2046,132.26
2024,p19,mid-case,lrm,2047,164.22
2024,p19,mid-case,lrm,2048,196.18
2024,p19,mid-case,lrm,2049,228.14
2024,p19,mid-case,lrm,2050,260.1
2024,p19,mid-case,lrm,2051,292.06
2024,p19,mid-case,lrm,2052,324.02
2024,p19,mid-case,lrm,2053,355.98
2024,p20,mid-case,lrm,2024,299.82
2024,p20,mid-case,lrm,2025,280
2024,p20,mid-case,lrm,2026,260.18
2024,p20,mid-case,lrm,2027,240.36
2024,p20,mid-case,lrm,2028,220.54
2024,p20,mid-case,lrm,2029,200.72
2024,p20,mid-case,lrm,2030,180.9
2024,p20,mid-case,lrm,2031,181
2024,p20,mid-case,lrm,2032,181.1
2024,p20,mid-case,lrm,2033,181.2
2024,p20,mid-case,lrm,2034,181.3
2024,p20,mid-case,lrm,2035,181.4
2024,p20,mid-case,lrm,2036,160.56
2024,p20,mid-case,lrm,2037,139.72
2024,p20,mid-case,lrm,2038,118.88
2024,p20,mid-case,lrm,2039,98.04
2024,p20,mid-case,lrm,2040,77.2
2024,p20,mid-case,lrm,2041,81.8
2024,p20,mid-case,lrm,2042,86.4
2024,p20,mid-case,lrm,2043,91
2024,p20,mid-case,lrm,2044,95.6
2024,p20,mid-case,lrm,2045,100.2
2024,p20,mid-case,lrm,2046,132.14
2024,p20,mid-case,lrm,2047,164.08
2024,p20,mid-case,lrm,2048,196.02
2024,p20,mid-case,lrm,2049,227.96
2024,p20,mid-case,lrm,2050,259.9
2024,p20,mid-case,lrm,2051,291.84
2024,p20,mid-case,lrm,2052,323.78
2024,p20,mid-case,lrm,2053,355.72
2024,p21,mid-case,lrm,2024,303.14
2024,p21,mid-case,lrm,2025,282.8
2024,p21,mid-case,lrm,2026,262.46
2024,p21,mid-case,lrm,2027,242.12
2024,p21,mid-case,lrm,2028,221.78
2024,p21,mid-case,lrm,2029,201.44
2024,p21,mid-case,lrm,2030,181.1
2024,p21,mid-case,lrm,2031,180.88
2024,p21,mid-case,lrm,2032,180.66
2024,p21,mid-case,lrm,2033,180.44
2024,p21,mid-case,lrm,2034,180.22
2024,p21,mid-case,lrm,2035,180
2024,p21,mid-case,lrm,2036,159.04
2024,p21,mid-case,lrm,2037,138.08
2024,p21,mid-case,lrm,2038,117.12
2024,p21,mid-case,lrm,2039,96.16
2024,p21,mid-case,lrm,2040,75.2
2024,p21,mid-case,lrm,2041,79.8
2024,p21,mid-case,lrm,2042,84.4
2024,p21,mid-case,lrm,2043,89
2024,p21,mid-case,lrm,2044,93.6
2024,p21,mid-case,lrm,2045,98.2
2024,p21,mid-case,lrm,2046,130.34
2024,p21,mid-case,lrm,2047,162.48
2024,p21,mid-case,lrm,2048,194.62
2024,p21,mid-case,lrm,2049,226.76
2024,p21,mid-case,lrm,2050,258.9
2024,p21,mid-case,lrm,2051,291.04
2024,p21,mid-case,lrm,2052,323.18
2024,p21,mid-case,lrm,2053,355.32
2024,p22,mid-case,lrm,2024,303.14
2024,p22,mid-case,lrm,2025,282.8
2024,p22,mid-case,lrm,2026,262.46
2024,p22,mid-case,lrm,2027,242.12
2024,p22,mid-case,lrm,2028,221.78
2024,p22,mid-case,lrm,2029,201.44
2024,p22,mid-case,lrm,2030,181.1
2024,p22,mid-case,lrm,2031,180.88
2024,p22,mid-case,lrm,2032,180.66
2024,p22,mid-case,lrm,2033,180.44
2024,p22,mid-case,lrm,2034,180.22
2024,p22,mid-case,lrm,2035,180
2024,p22,mid-case,lrm,2036,159.04
2024,p22,mid-case,lrm,2037,138.08
2024,p22,mid-case,lrm,2038,117.12
2024,p22,mid-case,lrm,2039,96.16
2024,p22,mid-case,lrm,2040,75.2
2024,p22,mid-case,lrm,2041,79.8
2024,p22,mid-case,lrm,2042,84.4
2024,p22,mid-case,lrm,2043,89
2024,p22,mid-case,lrm,2044,93.6
2024,p22,mid-case,lrm,2045,98.2
2024,p22,mid-case,lrm,2046,130.34
2024,p22,mid-case,lrm,2047,162.48
2024,p22,mid-case,lrm,2048,194.62
2024,p22,mid-case,lrm,2049,226.76
2024,p22,mid-case,lrm,2050,258.9
2024,p22,mid-case,lrm,2051,291.04
2024,p22,mid-case,lrm,2052,323.18
2024,p22,mid-case,lrm,2053,355.32
2024,p23,mid-case,lrm,2024,608.38
2024,p23,mid-case,lrm,2025,541.2
2024,p23,mid-case,lrm,2026,474.02
2024,p23,mid-case,lrm,2027,406.84
2024,p23,mid-case,lrm,2028,339.66
2024,p23,mid-case,lrm,2029,272.48
2024,p23,mid-case,lrm,2030,205.3
2024,p23,mid-case,lrm,2031,202.4
2024,p23,mid-case,lrm,2032,199.5
2024,p23,mid-case,lrm,2033,196.6
2024,p23,mid-case,lrm,2034,193.7
2024,p23,mid-case,lrm,2035,190.8
2024,p23,mid-case,lrm,2036,169.58
2024,p23,mid-case,lrm,2037,148.36
2024,p23,mid-case,lrm,2038,127.14
2024,p23,mid-case,lrm,2039,105.92
2024,p23,mid-case,lrm,2040,84.7
2024,p23,mid-case,lrm,2041,86.22
2024,p23,mid-case,lrm,2042,87.74
2024,p23,mid-case,lrm,2043,89.26
2024,p23,mid-case,lrm,2044,90.78
2024,p23,mid-case,lrm,2045,92.3
2024,p23,mid-case,lrm,2046,122.38
2024,p23,mid-case,lrm,2047,152.46
2024,p23,mid-case,lrm,2048,182.54
2024,p23,mid-case,lrm,2049,212.62
2024,p23,mid-case,lrm,2050,242.7
2024,p23,mid-case,lrm,2051,272.78
