Release Year,Technobasin,Case,rate,Year,kg CO2 eq / MJ
2023,Piceance,LRC,avg,2040,0.0622808738775203
2023,San Juan,LRC,avg,2040,0.0684505576901974
2023,South Oklahoma,LRC,avg,2040,0.0621574190915091
2023,Strawn,LRC,avg,2040,0.0626954521096671
2023,US,LRC,avg,2040,0.0598426923193987
2023,Uinta,LRC,avg,2040,0.0623054920690116
2023,Anadarko,REF,avg,2040,0.0642220242971381
2023,Appalachian,REF,avg,2040,0.0573607759112268
2023,Arkla,REF,avg,2040,0.0577632278080358
2023,Arkoma,REF,avg,2040,0.0654487626256385
2023,East Texas,REF,avg,2040,0.0624775497171319
2023,Fort Worth,REF,avg,2040,0.0630320173786894
2023,Green River,REF,avg,2040,0.0592216142973705
2023,Gulf,REF,avg,2040,0.0611666634940718
2023,Permian,REF,avg,2040,0.0614149322505616
2023,Piceance,REF,avg,2040,0.0622808738775203
2023,San Juan,REF,avg,2040,0.0684410682732597
2023,South Oklahoma,REF,avg,2040,0.0621574190915091
2023,Strawn,REF,avg,2040,0.0626954521096671
2023,US,REF,avg,2040,0.0598358120431679
2023,Uinta,REF,avg,2040,0.062307250613466
2023,Anadarko,LRC,avg,2041,0.0642462746116673
2023,Appalachian,LRC,avg,2041,0.0573607759112268
2023,Arkla,LRC,avg,2041,0.0577660103285324
2023,Arkoma,LRC,avg,2041,0.0654553260746892
2023,East Texas,LRC,avg,2041,0.0624767752745412
2023,Fort Worth,LRC,avg,2041,0.0630320173786894
2023,Green River,LRC,avg,2041,0.0592221370113352
2023,Gulf,LRC,avg,2041,0.0611670440021508
2023,Permian,LRC,avg,2041,0.0614144504951215
2023,Piceance,LRC,avg,2041,0.0622808738775203
2023,San Juan,LRC,avg,2041,0.0684754674096589
2023,South Oklahoma,LRC,avg,2041,0.0621574190915091
2023,Strawn,LRC,avg,2041,0.0626954521096671
2023,US,LRC,avg,2041,0.0598340370784656
2023,Uinta,LRC,avg,2041,0.0623054920690116
2023,Anadarko,REF,avg,2041,0.0642766025820469
2023,Appalachian,REF,avg,2041,0.0573607759112268
2023,Arkla,REF,avg,2041,0.0577641882823665
2023,Arkoma,REF,avg,2041,0.0654463013322446
2023,East Texas,REF,avg,2041,0.0624756939047884
2023,Fort Worth,REF,avg,2041,0.0630320173786894
2023,Green River,REF,avg,2041,0.0592246199026678
2023,Gulf,REF,avg,2041,0.0611647364106236
2023,Permian,REF,avg,2041,0.0614152213038258
2023,Piceance,REF,avg,2041,0.0622808738775203
2023,San Juan,REF,avg,2041,0.0684529300444318
2023,South Oklahoma,REF,avg,2041,0.0621574190915091
2023,Strawn,REF,avg,2041,0.0626954521096671
2023,US,REF,avg,2041,0.0598426186407621
2023,Uinta,REF,avg,2041,0.0622966993467399
2023,Anadarko,LRC,avg,2042,0.0643065930985248
2023,Appalachian,LRC,avg,2042,0.0573607759112268
2023,Arkla,LRC,avg,2042,0.057758891327463
2023,Arkoma,LRC,avg,2042,0.0654364561586687
2023,East Texas,LRC,avg,2042,0.062470573203372
2023,Fort Worth,LRC,avg,2042,0.0630320173786894
2023,Green River,LRC,avg,2042,0.0592273641509828
2023,Gulf,LRC,avg,2042,0.0611635010277275
2023,Permian,LRC,avg,2042,0.06141599211253
2023,Piceance,LRC,avg,2042,0.0622808738775203
2023,San Juan,LRC,avg,2042,0.0684695365240729
2023,South Oklahoma,LRC,avg,2042,0.0621574190915091
2023,Strawn,LRC,avg,2042,0.0626954521096671
2023,US,LRC,avg,2042,0.0598422939727595
2023,Uinta,LRC,avg,2042,0.0622896651689225
2023,Anadarko,REF,avg,2042,0.0643026433843143
2023,Appalachian,REF,avg,2042,0.0573607759112268
2023,Arkla,REF,avg,2042,0.0577566806887113
2023,Arkoma,REF,avg,2042,0.0654282518473554
2023,East Texas,REF,avg,2042,0.0624681713286755
2023,Fort Worth,REF,avg,2042,0.0630320173786894
2023,Green River,REF,avg,2042,0.05922814822193
2023,Gulf,REF,avg,2042,0.0611634595610773
2023,Permian,REF,avg,2042,0.0614166665701463
2023,Piceance,REF,avg,2042,0.0622808738775203
2023,San Juan,REF,avg,2042,0.0684612332842523
2023,South Oklahoma,REF,avg,2042,0.0621574190915091
2023,Strawn,REF,avg,2042,0.0626954521096671
2023,US,REF,avg,2042,0.0598412885725541
2023,Uinta,REF,avg,2042,0.0622861480800138
2023,Anadarko,LRC,avg,2043,0.0643383277077649
2023,Appalachian,LRC,avg,2043,0.0573607759112268
2023,Arkla,LRC,avg,2043,0.057757121056826
2023,Arkoma,LRC,avg,2043,0.0654282518473554
2023,East Texas,LRC,avg,2043,0.0624683836856194
2023,Fort Worth,LRC,avg,2043,0.0630320173786894
2023,Green River,LRC,avg,2043,0.0592297163638242
2023,Gulf,LRC,avg,2043,0.0611622201456405
2023,Permian,LRC,avg,2043,0.0614167629212343
2023,Piceance,LRC,avg,2043,0.0622808738775203
2023,San Juan,LRC,avg,2043,0.0684683503469556
2023,South Oklahoma,LRC,avg,2043,0.0621574190915091
2023,Strawn,LRC,avg,2043,0.0626954521096671
2023,US,LRC,avg,2043,0.0598465101409511
2023,Uinta,LRC,avg,2043,0.0622808724466508
2023,Anadarko,REF,avg,2043,0.0643186915869724
2023,Appalachian,REF,avg,2043,0.0573607759112268
2023,Arkla,REF,avg,2043,0.0577527986285253
2023,Arkoma,REF,avg,2043,0.0654175862426481
2023,East Texas,REF,avg,2043,0.0624667537241241
2023,Fort Worth,REF,avg,2043,0.0630320173786894
2023,Green River,REF,avg,2043,0.0592299777208066
2023,Gulf,REF,avg,2043,0.0611638654120085
2023,Permian,REF,avg,2043,0.0614176300810266
2023,Piceance,REF,avg,2043,0.0622808738775203
2023,San Juan,REF,avg,2043,0.0684897015350655
2023,South Oklahoma,REF,avg,2043,0.0621574190915091
2023,Strawn,REF,avg,2043,0.0626954521096671
2023,US,REF,avg,2043,0.0598354033342934
2023,Uinta,REF,avg,2043,0.0622808724466508
2023,Anadarko,LRC,avg,2044,0.0643544652147557
2023,Appalachian,LRC,avg,2044,0.0573607759112268
2023,Arkla,LRC,avg,2044,0.0577533943232265
2023,Arkoma,LRC,avg,2044,0.0654167658115168
2023,East Texas,LRC,avg,2044,0.0624641016570253
2023,Fort Worth,LRC,avg,2044,0.0630320173786894
2023,Green River,LRC,avg,2044,0.0592318072196833
2023,Gulf,LRC,avg,2044,0.0611614316895713
2023,Permian,LRC,avg,2044,0.0614176300810266
2023,Piceance,LRC,avg,2044,0.0622808738775203
2023,San Juan,LRC,avg,2044,0.0684659779927212
2023,South Oklahoma,LRC,avg,2044,0.0621574190915091
2023,Strawn,LRC,avg,2044,0.0626954521096671
2023,US,LRC,avg,2044,0.0598474913351086
2023,Uinta,LRC,avg,2044,0.0622755968132878
2023,Anadarko,REF,avg,2044,0.0643904765638306
2023,Appalachian,REF,avg,2044,0.0573607759112268
2023,Arkla,REF,avg,2044,0.0577482184270581
2023,Arkoma,REF,avg,2044,0.0654011776200216
2023,East Texas,REF,avg,2044,0.0624592529601758
2023,Fort Worth,REF,avg,2044,0.0630320173786894
2023,Green River,REF,avg,2044,0.059235074181963
2023,Gulf,REF,avg,2044,0.0611609684527142
2023,Permian,REF,avg,2044,0.0614189789962591
2023,Piceance,REF,avg,2044,0.0622808738775203
2023,San Juan,REF,avg,2044,0.0684944462435344
2023,South Oklahoma,REF,avg,2044,0.0621574190915091
2023,Strawn,REF,avg,2044,0.0626954521096671
2023,US,REF,avg,2044,0.0598450441720442
2023,Uinta,REF,avg,2044,0.0622650455465617
2023,Anadarko,LRC,avg,2045,0.0644384831831235
2023,Appalachian,LRC,avg,2045,0.0573607759112268
2023,Arkla,LRC,avg,2045,0.0577492801015191
2023,Arkoma,LRC,avg,2045,0.0654011776200216
2023,East Texas,LRC,avg,2045,0.0624549113766553
2023,Fort Worth,LRC,avg,2045,0.0630320173786894
2023,Green River,LRC,avg,2045,0.0592370343593309
2023,Gulf,LRC,avg,2045,0.0611581436693035
2023,Permian,LRC,avg,2045,0.0614189789962591
2023,Piceance,LRC,avg,2045,0.0622808738775203
2023,San Juan,LRC,avg,2045,0.068464791815604
2023,South Oklahoma,LRC,avg,2045,0.0621574190915091
2023,Strawn,LRC,avg,2045,0.0626954521096671
2023,US,LRC,avg,2045,0.0598604283918987
2023,Uinta,LRC,avg,2045,0.0622597699131986
2023,Anadarko,REF,avg,2045,0.0644267360624747
2023,Appalachian,REF,avg,2045,0.0573607759112268
2023,Arkla,REF,avg,2045,0.0577435213164719
2023,Arkoma,REF,avg,2045,0.0653864098596577
2023,East Texas,REF,avg,2045,0.062454899020485
2023,Fort Worth,REF,avg,2045,0.0630320173786894
2023,Green River,REF,avg,2045,0.0592379491087692
2023,Gulf,REF,avg,2045,0.0611572713121931
2023,Permian,REF,avg,2045,0.0614202315604036
2023,Piceance,REF,avg,2045,0.0622808738775203
2023,San Juan,REF,avg,2045,0.0684968185977688
2023,South Oklahoma,REF,avg,2045,0.0621574190915091
2023,Strawn,REF,avg,2045,0.0626954521096671
2023,US,REF,avg,2045,0.0598478596061088
2023,Uinta,REF,avg,2045,0.06225625282429
2023,Anadarko,LRC,avg,2046,0.0644727220278095
2023,Appalachian,LRC,avg,2046,0.0573607759112268
2023,Arkla,LRC,avg,2046,0.0577446347664617
2023,Arkoma,LRC,avg,2046,0.065387230290789
2023,East Texas,LRC,avg,2046,0.0624518016335961
2023,Fort Worth,LRC,avg,2046,0.0630320173786894
2023,Green River,LRC,avg,2046,0.0592399092861371
2023,Gulf,LRC,avg,2046,0.0611577432094081
2023,Permian,LRC,avg,2046,0.0614201352093156
2023,Piceance,LRC,avg,2046,0.0622808738775203
2023,San Juan,LRC,avg,2046,0.068464791815604
2023,South Oklahoma,LRC,avg,2046,0.0621574190915091
2023,Strawn,LRC,avg,2046,0.0626954521096671
2023,US,LRC,avg,2046,0.0598637393548183
2023,Uinta,LRC,avg,2046,0.0622509771909269
2023,Anadarko,REF,avg,2046,0.0644390195184126
2023,Appalachian,REF,avg,2046,0.0573607759112268
2023,Arkla,REF,avg,2046,0.0577384745830062
2023,Arkoma,REF,avg,2046,0.0653724625304251
2023,East Texas,REF,avg,2046,0.0624517944289014
2023,Fort Worth,REF,avg,2046,0.0630320173786894
2023,Green River,REF,avg,2046,0.0592400399646283
2023,Gulf,REF,avg,2046,0.0611576005639458
2023,Permian,REF,avg,2046,0.06142138777346
2023,Piceance,REF,avg,2046,0.0622808738775203
2023,San Juan,REF,avg,2046,0.0684991909520032
2023,South Oklahoma,REF,avg,2046,0.0621574190915091
2023,Strawn,REF,avg,2046,0.0626954521096671
2023,US,REF,avg,2046,0.05984659668806
2023,Uinta,REF,avg,2046,0.0622509771909269
2023,Anadarko,LRC,avg,2047,0.0644868736512942
2023,Appalachian,LRC,avg,2047,0.0573607759112268
2023,Arkla,LRC,avg,2047,0.0577401703696358
2023,Arkoma,LRC,avg,2047,0.0653749238238191
2023,East Texas,LRC,avg,2047,0.0624491571546657
2023,Fort Worth,LRC,avg,2047,0.0630320173786894
2023,Green River,LRC,avg,2047,0.0592417387850137
2023,Gulf,LRC,avg,2047,0.0611558687224912
2023,Permian,LRC,avg,2047,0.0614211950712839
2023,Piceance,LRC,avg,2047,0.0622808738775203
2023,San Juan,LRC,avg,2047,0.0684683503469556
2023,South Oklahoma,LRC,avg,2047,0.0621574190915091
2023,Strawn,LRC,avg,2047,0.0626954521096671
2023,US,LRC,avg,2047,0.059862745960279
2023,Uinta,LRC,avg,2047,0.0622457015575639
2023,Anadarko,REF,avg,2047,0.0644439039145199
2023,Appalachian,REF,avg,2047,0.0573607759112268
2023,Arkla,REF,avg,2047,0.0577336477574784
2023,Arkoma,REF,avg,2047,0.0653585152011926
2023,East Texas,REF,avg,2047,0.0624506860955083
2023,Fort Worth,REF,avg,2047,0.0630320173786894
2023,Green River,REF,avg,2047,0.0592417387850137
2023,Gulf,REF,avg,2047,0.0611571369363343
2023,Permian,REF,avg,2047,0.0614225439865164
2023,Piceance,REF,avg,2047,0.0622808738775203
2023,San Juan,REF,avg,2047,0.0685074941918238
2023,South Oklahoma,REF,avg,2047,0.0621574190915091
2023,Strawn,REF,avg,2047,0.0626954521096671
2023,US,REF,avg,2047,0.0598430814704775
2023,Uinta,REF,avg,2047,0.0622457015575639
2023,Anadarko,LRC,avg,2048,0.0644985778625864
2023,Appalachian,LRC,avg,2048,0.0573607759112268
2023,Arkla,LRC,avg,2048,0.0577356024217523
2023,Arkoma,LRC,avg,2048,0.0653601560634552
2023,East Texas,LRC,avg,2048,0.0624476554682405
2023,Fort Worth,LRC,avg,2048,0.0630320173786894
2023,Green River,LRC,avg,2048,0.0592435682838904
2023,Gulf,LRC,avg,2048,0.061155178175912
2023,Permian,LRC,avg,2048,0.0614223512843404
2023,Piceance,LRC,avg,2048,0.0622808738775203
2023,San Juan,LRC,avg,2048,0.0684671641698384
2023,South Oklahoma,LRC,avg,2048,0.0621574190915091
2023,Strawn,LRC,avg,2048,0.0626954521096671
2023,US,LRC,avg,2048,0.0598617942183454
2023,Uinta,LRC,avg,2048,0.0622404259242009
2023,Anadarko,REF,avg,2048,0.0644617246215669
2023,Appalachian,REF,avg,2048,0.0573607759112268
2023,Arkla,REF,avg,2048,0.0577287045750704
2023,Arkoma,REF,avg,2048,0.0653437474408287
2023,East Texas,REF,avg,2048,0.0624461492919034
2023,Fort Worth,REF,avg,2048,0.0630320173786894
2023,Green River,REF,avg,2048,0.0592438296408728
2023,Gulf,REF,avg,2048,0.0611562753366409
2023,Permian,REF,avg,2048,0.0614237965506609
2023,Piceance,REF,avg,2048,0.0622808738775203
2023,San Juan,REF,avg,2048,0.0685098665460582
2023,South Oklahoma,REF,avg,2048,0.0621574190915091
2023,Strawn,REF,avg,2048,0.0626954521096671
2023,US,REF,avg,2048,0.0598424589098522
2023,Uinta,REF,avg,2048,0.0622386673797465
2023,Anadarko,LRC,avg,2049,0.06450921288892
2023,Appalachian,LRC,avg,2049,0.0573607759112268
2023,Arkla,LRC,avg,2049,0.0577321473716195
2023,Arkoma,LRC,avg,2049,0.0653503108898793
2023,East Texas,LRC,avg,2049,0.0624442615498373
2023,Fort Worth,LRC,avg,2049,0.0630320173786894
2023,Green River,LRC,avg,2049,0.0592450057472935
2023,Gulf,LRC,avg,2049,0.0611546200943647
2023,Permian,LRC,avg,2049,0.0614232184441327
2023,Piceance,LRC,avg,2049,0.0622808738775203
2023,San Juan,LRC,avg,2049,0.0684707227011901
2023,South Oklahoma,LRC,avg,2049,0.0621574190915091
2023,Strawn,LRC,avg,2049,0.0626954521096671
2023,US,LRC,avg,2049,0.0598607636242968
2023,Uinta,LRC,avg,2049,0.0622351502908378
2023,Anadarko,REF,avg,2049,0.0644702496896098
2023,Appalachian,REF,avg,2049,0.0573607759112268
2023,Arkla,REF,avg,2049,0.0577258987938563
2023,Arkoma,REF,avg,2049,0.0653322614049901
2023,East Texas,REF,avg,2049,0.0624440515368896
2023,Fort Worth,REF,avg,2049,0.0630320173786894
2023,Green River,REF,avg,2049,0.0592452671042759
2023,Gulf,REF,avg,2049,0.0611557696653928
2023,Permian,REF,avg,2049,0.0614246637104532
2023,Piceance,REF,avg,2049,0.0622808738775203
2023,San Juan,REF,avg,2049,0.0685134250774098
2023,South Oklahoma,REF,avg,2049,0.0621574190915091
2023,Strawn,REF,avg,2049,0.0626954521096671
2023,US,REF,avg,2049,0.0598408500418024
2023,Uinta,REF,avg,2049,0.0622351502908378
2023,Anadarko,LRC,avg,2050,0.0645191161841966
2023,Appalachian,LRC,avg,2050,0.0573607759112268
2023,Arkla,LRC,avg,2050,0.0577278359504528
2023,Arkoma,LRC,avg,2050,0.0653404657163034
2023,East Texas,LRC,avg,2050,0.0624422998434554
2023,Fort Worth,LRC,avg,2050,0.0630320173786894
2023,Green River,LRC,avg,2050,0.0592463125322054
2023,Gulf,LRC,avg,2050,0.0611540654683716
2023,Permian,LRC,avg,2050,0.061424085603925
2023,Piceance,LRC,avg,2050,0.0622808738775203
2023,San Juan,LRC,avg,2050,0.0685181697858787
2023,South Oklahoma,LRC,avg,2050,0.0621574190915091
2023,Strawn,LRC,avg,2050,0.0626954521096671
2023,US,LRC,avg,2050,0.0598523842631002
2023,Uinta,LRC,avg,2050,0.0622316332019291
2023,Anadarko,REF,avg,2050,0.0644995084750308
2023,Appalachian,REF,avg,2050,0.0573607759112268
2023,Arkla,REF,avg,2050,0.0577231016688487
2023,Arkoma,REF,avg,2050,0.0653248775248082
2023,East Texas,REF,avg,2050,0.0624412832728012
2023,Fort Worth,REF,avg,2050,0.0630320173786894
2023,Green River,REF,avg,2050,0.0592470966031525
2023,Gulf,REF,avg,2050,0.0611545515602675
2023,Permian,REF,avg,2050,0.0614253381680695
2023,Piceance,REF,avg,2050,0.0622808738775203
2023,San Juan,REF,avg,2050,0.0685596859849813
2023,South Oklahoma,REF,avg,2050,0.0621574190915091
2023,Strawn,REF,avg,2050,0.0626954521096671
2023,US,REF,avg,2050,0.0598386144299089
2023,Uinta,REF,avg,2050,0.0622298746574748
2023,Anadarko,LRC,avg,2051,0.0645290194794732
2023,Appalachian,LRC,avg,2051,0.0573607759112268
2023,Arkla,LRC,avg,2051,0.057723524529286
2023,Arkoma,LRC,avg,2051,0.0653306205427274
2023,East Texas,LRC,avg,2051,0.0624403381370734
2023,Fort Worth,LRC,avg,2051,0.0630320173786894
2023,Green River,LRC,avg,2051,0.0592476193171173
2023,Gulf,LRC,avg,2051,0.0611535108423785
2023,Permian,LRC,avg,2051,0.0614249527637173
2023,Piceance,LRC,avg,2051,0.0622808738775203
2023,San Juan,LRC,avg,2051,0.0685656168705674
2023,South Oklahoma,LRC,avg,2051,0.0621574190915091
2023,Strawn,LRC,avg,2051,0.0626954521096671
2023,US,LRC,avg,2051,0.0598440049019035
2023,Uinta,LRC,avg,2051,0.0622281161130204
2023,Anadarko,REF,avg,2051,0.0645287672604517
2023,Appalachian,REF,avg,2051,0.0573607759112268
2023,Arkla,REF,avg,2051,0.0577203045438411
2023,Arkoma,REF,avg,2051,0.0653174936446262
2023,East Texas,REF,avg,2051,0.0624385150087128
2023,Fort Worth,REF,avg,2051,0.0630320173786894
2023,Green River,REF,avg,2051,0.0592489261020292
2023,Gulf,REF,avg,2051,0.0611533334551423
2023,Permian,REF,avg,2051,0.0614260126256857
2023,Piceance,REF,avg,2051,0.0622808738775203
2023,San Juan,REF,avg,2051,0.0686059468925527
2023,South Oklahoma,REF,avg,2051,0.0621574190915091
2023,Strawn,REF,avg,2051,0.0626954521096671
2023,US,REF,avg,2051,0.0598363788180155
2023,Uinta,REF,avg,2051,0.0622245990241117
2023,Anadarko,LRC,avg,2052,0.0645389227747498
2023,Appalachian,LRC,avg,2052,0.0573607759112268
2023,Arkla,LRC,avg,2052,0.0577192131081193
2023,Arkoma,LRC,avg,2052,0.0653207753691515
2023,East Texas,LRC,avg,2052,0.0624383764306915
2023,Fort Worth,LRC,avg,2052,0.0630320173786894
2023,Green River,LRC,avg,2052,0.0592489261020292
2023,Gulf,LRC,avg,2052,0.0611529562163854
2023,Permian,LRC,avg,2052,0.0614258199235097
2023,Piceance,LRC,avg,2052,0.0622808738775203
2023,San Juan,LRC,avg,2052,0.068613063955256
2023,South Oklahoma,LRC,avg,2052,0.0621574190915091
2023,Strawn,LRC,avg,2052,0.0626954521096671
2023,US,LRC,avg,2052,0.0598356255407069
2023,Uinta,LRC,avg,2052,0.0622245990241117
2023,Anadarko,REF,avg,2052,0.0645580260458727
2023,Appalachian,REF,avg,2052,0.0573607759112268
2023,Arkla,REF,avg,2052,0.0577175074188336
2023,Arkoma,REF,avg,2052,0.0653101097644443
2023,East Texas,REF,avg,2052,0.0624357467446244
2023,Fort Worth,REF,avg,2052,0.0630320173786894
2023,Green River,REF,avg,2052,0.0592507556009058
2023,Gulf,REF,avg,2052,0.061152115350017
2023,Permian,REF,avg,2052,0.0614266870833019
2023,Piceance,REF,avg,2052,0.0622808738775203
2023,San Juan,REF,avg,2052,0.0686522078001241
2023,South Oklahoma,REF,avg,2052,0.0621574190915091
2023,Strawn,REF,avg,2052,0.0626954521096671
2023,US,REF,avg,2052,0.059834143206122
2023,Uinta,REF,avg,2052,0.0622193233907487
2024,Anadarko,LRC,avg,2024,0.0644449451859422
2024,Appalachian,LRC,avg,2024,0.0573607759112268
2024,Arkla,LRC,avg,2024,0.0579588038305063
2024,Arkoma,LRC,avg,2024,0.0659500460468794
2024,East Texas,LRC,avg,2024,0.0625394550482337
2024,Fort Worth,LRC,avg,2024,0.0630320173786894
2024,Green River,LRC,avg,2024,0.0591790131092425
2024,Gulf,LRC,avg,2024,0.0611672871865971
2024,Permian,LRC,avg,2024,0.0613719596652979
2024,Piceance,LRC,avg,2024,0.0622808738775203
2024,San Juan,LRC,avg,2024,0.068508680368941
2024,South Oklahoma,LRC,avg,2024,0.0621574190915091
2024,Strawn,LRC,avg,2024,0.0626954521096671
2024,US,LRC,avg,2024,0.0599948591548654
2024,Uinta,LRC,avg,2024,0.0624408999919962
2024,Anadarko,REF,avg,2024,0.0644476343888785
2024,Appalachian,REF,avg,2024,0.0573607759112268
2024,Arkla,REF,avg,2024,0.0579590109326218
2024,Arkoma,REF,avg,2024,0.0659508664780107
2024,East Texas,REF,avg,2024,0.0625378348208226
2024,Fort Worth,REF,avg,2024,0.0630320173786894
2024,Green River,REF,avg,2024,0.0591792744662249
2024,Gulf,REF,avg,2024,0.0611671789104445
2024,Permian,REF,avg,2024,0.0613718633142099
2024,Piceance,REF,avg,2024,0.0622808738775203
2024,San Juan,REF,avg,2024,0.0685051218375893
2024,South Oklahoma,REF,avg,2024,0.0621574190915091
2024,Strawn,REF,avg,2024,0.0626954521096671
2024,US,REF,avg,2024,0.0599969257517769
2024,Uinta,REF,avg,2024,0.0624408999919962
2024,Anadarko,LRC,avg,2025,0.0644234936514041
2024,Appalachian,LRC,avg,2025,0.0573607759112268
2024,Arkla,LRC,avg,2025,0.0579446334548571
2024,Arkoma,LRC,avg,2025,0.065913947077101
2024,East Texas,LRC,avg,2025,0.0625361057991971
2024,Fort Worth,LRC,avg,2025,0.0630320173786894
2024,Green River,LRC,avg,2025,0.0591812346435927
2024,Gulf,LRC,avg,2025,0.0611675123809699
2024,Permian,LRC,avg,2025,0.061375042900115
2024,Piceance,LRC,avg,2025,0.0622808738775203
2024,San Juan,LRC,avg,2025,0.0684861430037139
2024,South Oklahoma,LRC,avg,2025,0.0621574190915091
2024,Strawn,LRC,avg,2025,0.0626954521096671
2024,US,LRC,avg,2025,0.0599879556536724
2024,Uinta,LRC,avg,2025,0.0624338658141789
2024,Anadarko,REF,avg,2025,0.0644226662571893
2024,Appalachian,REF,avg,2025,0.0573607759112268
2024,Arkla,REF,avg,2025,0.0579446334548571
2024,Arkoma,REF,avg,2025,0.065913947077101
2024,East Texas,REF,avg,2025,0.0625346909094284
2024,Fort Worth,REF,avg,2025,0.0630320173786894
2024,Green River,REF,avg,2025,0.0591813653220839
2024,Gulf,REF,avg,2025,0.0611674530595624
2024,Permian,REF,avg,2025,0.061375139251203
2024,Piceance,REF,avg,2025,0.0622808738775203
2024,San Juan,REF,avg,2025,0.0684849568265967
2024,South Oklahoma,REF,avg,2025,0.0621574190915091
2024,Strawn,REF,avg,2025,0.0626954521096671
2024,US,REF,avg,2025,0.0599884076399721
2024,Uinta,REF,avg,2025,0.0624338658141789
2024,Anadarko,LRC,avg,2026,0.064386999333255
2024,Appalachian,LRC,avg,2026,0.0573607759112268
2024,Arkla,LRC,avg,2026,0.0579105083068664
2024,Arkoma,LRC,avg,2026,0.0658269813771803
2024,East Texas,LRC,avg,2026,0.0625257758372657
2024,Fort Worth,LRC,avg,2026,0.0630320173786894
2024,Green River,LRC,avg,2026,0.0591884219606082
2024,Gulf,LRC,avg,2026,0.0611672584009197
2024,Permian,LRC,avg,2026,0.0613826546360698
2024,Piceance,LRC,avg,2026,0.0622808738775203
2024,San Juan,LRC,avg,2026,0.0684434406274941
2024,South Oklahoma,LRC,avg,2026,0.0621574190915091
2024,Strawn,LRC,avg,2026,0.0626954521096671
2024,US,LRC,avg,2026,0.0599721899077891
2024,Uinta,LRC,avg,2026,0.0624110047362724
2024,Anadarko,REF,avg,2026,0.0643887718376439
2024,Appalachian,REF,avg,2026,0.0573607759112268
2024,Arkla,REF,avg,2026,0.0579107823412606
2024,Arkoma,REF,avg,2026,0.0658253405149177
2024,East Texas,REF,avg,2026,0.0625252984023598
2024,Fort Worth,REF,avg,2026,0.0630320173786894
2024,Green River,REF,avg,2026,0.0591886833175906
2024,Gulf,REF,avg,2026,0.0611671921684038
2024,Permian,REF,avg,2026,0.0613827509871578
2024,Piceance,REF,avg,2026,0.0622808738775203
2024,San Juan,REF,avg,2026,0.0684410682732597
2024,South Oklahoma,REF,avg,2026,0.0621574190915091
2024,Strawn,REF,avg,2026,0.0626954521096671
2024,US,REF,avg,2026,0.0599728501419472
2024,Uinta,REF,avg,2026,0.062409246191818
2024,Anadarko,LRC,avg,2027,0.0643462387035486
2024,Appalachian,LRC,avg,2027,0.0573607759112268
2024,Arkla,LRC,avg,2027,0.0578865697219698
2024,Arkoma,LRC,avg,2027,0.0657638081800681
2024,East Texas,LRC,avg,2027,0.0625194681628352
2024,Fort Worth,LRC,avg,2027,0.0630320173786894
2024,Green River,LRC,avg,2027,0.0591927343508175
2024,Gulf,LRC,avg,2027,0.0611676247023921
2024,Permian,LRC,avg,2027,0.0613881466480878
2024,Piceance,LRC,avg,2027,0.0622808738775203
2024,San Juan,LRC,avg,2027,0.0684161585537982
2024,South Oklahoma,LRC,avg,2027,0.0621574190915091
2024,Strawn,LRC,avg,2027,0.0626954521096671
2024,US,LRC,avg,2027,0.05995657521045
2024,Uinta,LRC,avg,2027,0.0623969363806376
2024,Anadarko,REF,avg,2027,0.0643297533143786
2024,Appalachian,REF,avg,2027,0.0573607759112268
2024,Arkla,REF,avg,2027,0.0578821803613903
2024,Arkoma,REF,avg,2027,0.0657547834376235
2024,East Texas,REF,avg,2027,0.062519609270246
2024,Fort Worth,REF,avg,2027,0.0630320173786894
2024,Green River,REF,avg,2027,0.0591926036723263
2024,Gulf,REF,avg,2027,0.0611680336181231
2024,Permian,REF,avg,2027,0.0613889174567921
2024,Piceance,REF,avg,2027,0.0622808738775203
2024,San Juan,REF,avg,2027,0.0684161585537982
2024,South Oklahoma,REF,avg,2027,0.0621574190915091
2024,Strawn,REF,avg,2027,0.0626954521096671
2024,US,REF,avg,2027,0.0599509976122648
2024,Uinta,REF,avg,2027,0.0623969363806376
2024,Anadarko,LRC,avg,2028,0.064254473209338
2024,Appalachian,LRC,avg,2028,0.0573607759112268
2024,Arkla,LRC,avg,2028,0.0578576827005714
2024,Arkoma,LRC,avg,2028,0.065693251102774
2024,East Texas,LRC,avg,2028,0.0625163791310623
2024,Fort Worth,LRC,avg,2028,0.0630320173786894
2024,Green River,LRC,avg,2028,0.0591945638496941
2024,Gulf,LRC,avg,2028,0.0611695903802873
2024,Permian,LRC,avg,2028,0.061394216766634
2024,Piceance,LRC,avg,2028,0.0622808738775203
2024,San Juan,LRC,avg,2028,0.0683995520741571
2024,South Oklahoma,LRC,avg,2028,0.0621574190915091
2024,Strawn,LRC,avg,2028,0.0626954521096671
2024,US,LRC,avg,2028,0.0599253325227978
2024,Uinta,LRC,avg,2028,0.0623916607472746
2024,Anadarko,REF,avg,2028,0.0642505907466584
2024,Appalachian,REF,avg,2028,0.0573607759112268
2024,Arkla,REF,avg,2028,0.057857475598456
2024,Arkoma,REF,avg,2028,0.0656924306716427
2024,East Texas,REF,avg,2028,0.0625179993584734
2024,Fort Worth,REF,avg,2028,0.0630320173786894
2024,Green River,REF,avg,2028,0.0591944331712029
2024,Gulf,REF,avg,2028,0.061169702111994
