Release Year,BA Name,Case,Rate,Year,kg CO2 eq / MWh
2023,Balancing Authority of Northern California,lowZTC,Avg,2040,343.928933508532
2023,Balancing Authority of Northern California,lowZTC,Avg,2041,343.398233613563
2023,Balancing Authority of Northern California,lowZTC,Avg,2042,341.492181540434
2023,Balancing Authority of Northern California,lowZTC,Avg,2043,338.107928332935
2023,Balancing Authority of Northern California,lowZTC,Avg,2044,339.848160999208
2023,Balancing Authority of Northern California,lowZTC,Avg,2045,339.31746110424
2023,Balancing Authority of Northern California,lowZTC,Avg,2046,338.833056836431
2023,Balancing Authority of Northern California,lowZTC,Avg,2047,338.870494209846
2023,Balancing Authority of Northern California,lowZTC,Avg,2048,332.105608665575
2023,Balancing Authority of Northern California,lowZTC,Avg,2049,334.086535485534
2023,Balancing Authority of Northern California,lowZTC,Avg,2050,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2051,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2052,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2053,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2054,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2055,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2056,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2057,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2058,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2059,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2060,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2061,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2062,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2063,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2064,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2065,327.171930529604
2023,Balancing Authority of Northern California,lowZTC,Avg,2066,327.171930529604
2023,Bonneville Power Administration,lowZTC,Avg,2023,173.404605535487
2023,Bonneville Power Administration,lowZTC,Avg,2024,165.416703231607
2023,Bonneville Power Administration,lowZTC,Avg,2025,169.160187741953
2023,Bonneville Power Administration,lowZTC,Avg,2026,163.692175323767
2023,Bonneville Power Administration,lowZTC,Avg,2027,166.175374880935
2023,Bonneville Power Administration,lowZTC,Avg,2028,160.024222265182
2023,Bonneville Power Administration,lowZTC,Avg,2029,156.499061583716
2023,Bonneville Power Administration,lowZTC,Avg,2030,150.600086416892
2023,Bonneville Power Administration,lowZTC,Avg,2031,160.662616435446
2023,Bonneville Power Administration,lowZTC,Avg,2032,159.442013913482
2023,Bonneville Power Administration,lowZTC,Avg,2033,151.84847132175
2023,Bonneville Power Administration,lowZTC,Avg,2034,148.525767056299
2023,Bonneville Power Administration,lowZTC,Avg,2035,144.718013807912
2023,Bonneville Power Administration,lowZTC,Avg,2036,138.061807668364
2023,Bonneville Power Administration,lowZTC,Avg,2037,131.42124329683
2023,Bonneville Power Administration,lowZTC,Avg,2038,123.823630808338
2023,Bonneville Power Administration,lowZTC,Avg,2039,130.048597415165
2023,Bonneville Power Administration,lowZTC,Avg,2040,121.197449195511
2023,Bonneville Power Administration,lowZTC,Avg,2041,126.451540158613
2023,Bonneville Power Administration,lowZTC,Avg,2042,122.790449032392
2023,Bonneville Power Administration,lowZTC,Avg,2043,118.211980595775
2023,Bonneville Power Administration,lowZTC,Avg,2044,117.3647372524
2023,Bonneville Power Administration,lowZTC,Avg,2045,112.605314324827
2023,Bonneville Power Administration,lowZTC,Avg,2046,111.406831869987
2023,Bonneville Power Administration,lowZTC,Avg,2047,109.659665580683
2023,Bonneville Power Administration,lowZTC,Avg,2048,105.118019899398
2023,Bonneville Power Administration,lowZTC,Avg,2049,109.96680216441
2023,Bonneville Power Administration,lowZTC,Avg,2050,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2051,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2052,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2053,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2054,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2055,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2056,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2057,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2058,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2059,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2060,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2061,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2062,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2063,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2064,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2065,104.962626000574
2023,Bonneville Power Administration,lowZTC,Avg,2066,104.962626000574
2023,California Independent System Operator,lowZTC,Avg,2023,279.54986732836
2023,California Independent System Operator,lowZTC,Avg,2024,259.837331698274
2023,California Independent System Operator,lowZTC,Avg,2025,271.656986999302
2023,California Independent System Operator,lowZTC,Avg,2026,281.139179737625
2023,California Independent System Operator,lowZTC,Avg,2027,272.001803863224
2023,California Independent System Operator,lowZTC,Avg,2028,269.273787579431
2023,California Independent System Operator,lowZTC,Avg,2029,265.060876965632
2023,California Independent System Operator,lowZTC,Avg,2030,250.839633998894
2023,California Independent System Operator,lowZTC,Avg,2031,206.218820102009
2023,California Independent System Operator,lowZTC,Avg,2032,194.968080778141
2023,California Independent System Operator,lowZTC,Avg,2033,188.770795442674
2023,California Independent System Operator,lowZTC,Avg,2034,187.088598265135
2023,California Independent System Operator,lowZTC,Avg,2035,183.782317870111
2023,California Independent System Operator,lowZTC,Avg,2036,181.551321480182
2023,California Independent System Operator,lowZTC,Avg,2037,177.504048154085
2023,California Independent System Operator,lowZTC,Avg,2038,174.583298896538
2023,California Independent System Operator,lowZTC,Avg,2039,173.840227214688
2023,California Independent System Operator,lowZTC,Avg,2040,171.362253515891
2023,California Independent System Operator,lowZTC,Avg,2041,169.476960429196
2023,California Independent System Operator,lowZTC,Avg,2042,167.036426308878
2023,California Independent System Operator,lowZTC,Avg,2043,164.690672891121
2023,California Independent System Operator,lowZTC,Avg,2044,164.737797871963
2023,California Independent System Operator,lowZTC,Avg,2045,163.477893894081
2023,California Independent System Operator,lowZTC,Avg,2046,163.108957205646
2023,California Independent System Operator,lowZTC,Avg,2047,160.63721030282
2023,California Independent System Operator,lowZTC,Avg,2048,159.14328097885
2023,California Independent System Operator,lowZTC,Avg,2049,160.41020634092
2023,California Independent System Operator,lowZTC,Avg,2050,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2051,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2052,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2053,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2054,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2055,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2056,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2057,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2058,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2059,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2060,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2061,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2062,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2063,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2064,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2065,161.03176780986
2023,California Independent System Operator,lowZTC,Avg,2066,161.03176780986
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2023,67.9712630503903
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2024,64.8994078363624
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2025,66.3390735836019
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2026,64.2377200621236
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2027,65.1927053033163
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2028,62.8270962501348
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2029,61.4713929991093
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2030,59.202766220515
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2031,63.0726170389409
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2032,62.6032029172211
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2033,59.6828836916177
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2034,58.4050956017792
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2035,56.9407339026615
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2036,54.3809343164761
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2037,51.8271936603128
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2038,48.9052983960618
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2039,51.2993018469555
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2040,47.895355649652
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2041,49.916027819232
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2042,48.5080485649388
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2043,46.7472791714502
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2044,46.4214606979727
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2045,44.5910850248381
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2046,44.1301944183971
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2047,43.4582848472193
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2048,41.7116983938533
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2049,43.5764629041373
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2050,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2051,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2052,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2053,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2054,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2055,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2056,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2057,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2058,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2059,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2060,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2061,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2062,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2063,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2064,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2065,41.6519454960672
2023,"City of Tacoma, Department of Public Utilities, Light Division",lowZTC,Avg,2066,41.6519454960672
2023,Duke Energy Carolinas,lowZTC,Avg,2023,271.711579049451
2023,Duke Energy Carolinas,lowZTC,Avg,2024,227.228257135047
2023,Duke Energy Carolinas,lowZTC,Avg,2025,232.93904938336
2023,Duke Energy Carolinas,lowZTC,Avg,2026,233.032630960735
2023,Duke Energy Carolinas,lowZTC,Avg,2027,240.705938590638
2023,Duke Energy Carolinas,lowZTC,Avg,2028,276.308529520393
2023,Duke Energy Carolinas,lowZTC,Avg,2029,271.551593374245
2023,Duke Energy Carolinas,lowZTC,Avg,2030,284.54943750464
2023,Duke Energy Carolinas,lowZTC,Avg,2031,281.078925111505
2023,Duke Energy Carolinas,lowZTC,Avg,2032,278.707107532256
2023,Duke Energy Carolinas,lowZTC,Avg,2033,269.469816305057
2023,Duke Energy Carolinas,lowZTC,Avg,2034,247.994479294015
2023,Duke Energy Carolinas,lowZTC,Avg,2035,227.449279858658
2023,Duke Energy Carolinas,lowZTC,Avg,2036,211.035270160068
2023,Duke Energy Carolinas,lowZTC,Avg,2037,217.664632421353
2023,Duke Energy Carolinas,lowZTC,Avg,2038,217.921256648872
2023,Duke Energy Carolinas,lowZTC,Avg,2039,214.724706479513
2023,Duke Energy Carolinas,lowZTC,Avg,2040,204.096360008956
2023,Duke Energy Carolinas,lowZTC,Avg,2041,202.607153544743
2023,Duke Energy Carolinas,lowZTC,Avg,2042,195.40271690907
2023,Duke Energy Carolinas,lowZTC,Avg,2043,192.094936781221
2023,Duke Energy Carolinas,lowZTC,Avg,2044,170.921855412748
2023,Duke Energy Carolinas,lowZTC,Avg,2045,163.798315360691
2023,Duke Energy Carolinas,lowZTC,Avg,2046,163.554187024817
2023,Duke Energy Carolinas,lowZTC,Avg,2047,157.96207545386
2023,Duke Energy Carolinas,lowZTC,Avg,2048,156.780857891188
2023,Duke Energy Carolinas,lowZTC,Avg,2049,156.791514060283
2023,Duke Energy Carolinas,lowZTC,Avg,2050,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2051,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2052,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2053,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2054,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2055,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2056,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2057,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2058,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2059,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2060,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2061,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2062,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2063,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2064,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2065,159.336948896332
2023,Duke Energy Carolinas,lowZTC,Avg,2066,159.336948896332
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2023,581.387483327138
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2024,539.714392866318
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2025,527.120110618383
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2026,522.89748618751
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2027,512.372376326473
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2028,497.449516187864
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2029,474.621170463891
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2030,454.987057417536
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2031,429.713500585421
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2032,419.654167887236
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2033,417.147112945069
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2034,418.714041879065
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2035,417.229373668872
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2036,415.131903995463
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2037,412.395453023012
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2038,413.628148205041
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2039,414.522844923651
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2040,415.663031940323
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2041,417.033365800634
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2042,415.765770193677
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2043,416.333708858259
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2044,417.091747437621
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2045,418.134123934047
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2046,413.804488657455
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2047,410.544924643086
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2048,407.065036475665
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2049,405.065442762839
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2050,400.506662820199
2023,"Duke Energy Florida, Inc.",lowZTC,Avg,2051,400.506662820199
