Release Year,BA Name,Case,Rate,Year,kg CO2 eq / MWh
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2028,960.46482837846
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2029,945.861724853564
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2030,948.668366358026
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2031,953.398279396085
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2032,956.844540342881
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2033,946.423499520247
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2034,914.495984363004
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2035,913.067386623159
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2036,910.187390532602
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2037,898.756263020151
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2038,899.063360194344
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2039,893.988333484661
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2040,896.424623167204
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2041,905.520925655389
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2042,904.485200858035
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2043,906.847586888513
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2044,907.725511227807
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2045,909.855467177406
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2046,913.967236457961
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2047,898.526291031272
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2048,887.163442893849
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2049,894.334190170049
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2050,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2051,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2052,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2053,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2054,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2055,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2056,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2057,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2058,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2059,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2060,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2061,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2062,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2063,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2064,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2065,894.974432992074
2023,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,lowZTC,Avg,2066,894.974432992074
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2023,400.430020724101
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2024,391.457035392271
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2025,272.209124520943
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2026,269.205784991033
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2027,259.387758052354
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2028,256.384560204185
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2029,253.719705332187
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2030,244.755553822342
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2031,221.227229230611
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2032,199.469881382123
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2033,191.018619392071
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2034,192.853552839522
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2035,186.741945239394
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2036,183.075546035493
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2037,178.187620977919
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2038,171.473102775497
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2039,171.368188926218
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2040,166.939257287681
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2041,167.287547123161
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2042,165.181682497404
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2043,163.603407698181
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2044,162.969628896375
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2045,160.898410476733
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2046,159.847692849316
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2047,158.974953890878
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2048,158.533953418526
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2049,156.007822983078
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2050,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2051,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2052,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2053,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2054,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2055,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2056,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2057,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2058,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2059,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2060,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2061,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2062,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2063,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2064,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2065,149.917437528422
2023,Los Angeles Department of Water and Power,lowZTC,Avg,2066,149.917437528422
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2023,634.931357468274
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2024,587.797959060456
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2025,574.805235090908
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2026,575.190764572914
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2027,574.565260376771
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2028,606.943600360624
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2029,602.810295504333
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2030,596.224592031744
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2031,580.608167826674
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2032,565.112678878969
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2033,569.591893895075
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2034,567.630055913104
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2035,548.913163961386
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2036,520.450574280235
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2037,502.158982760783
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2038,497.780698322861
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2039,490.502893950851
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2040,469.53314419746
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2041,450.953430806658
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2042,432.14536791106
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2043,423.680258055485
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2044,419.117957003472
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2045,411.131167791082
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2046,400.814346605967
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2047,386.374217647401
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2048,385.463067076869
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2049,377.82279005865
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2050,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2051,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2052,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2053,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2054,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2055,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2056,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2057,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2058,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2059,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2060,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2061,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2062,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2063,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2064,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2065,374.912270497396
2023,"Midcontinent Independent System Operator, Inc.",lowZTC,Avg,2066,374.912270497396
2023,Nevada Power Company,lowZTC,Avg,2023,472.958647558011
2023,Nevada Power Company,lowZTC,Avg,2024,444.336525102362
2023,Nevada Power Company,lowZTC,Avg,2025,448.419047943008
2023,Nevada Power Company,lowZTC,Avg,2026,437.895582045183
2023,Nevada Power Company,lowZTC,Avg,2027,436.889052632312
2023,Nevada Power Company,lowZTC,Avg,2028,439.033478090027
2023,Nevada Power Company,lowZTC,Avg,2029,438.905073165443
2023,Nevada Power Company,lowZTC,Avg,2030,425.632938557986
2023,Nevada Power Company,lowZTC,Avg,2031,433.952228608954
2023,Nevada Power Company,lowZTC,Avg,2032,428.607740247311
2023,Nevada Power Company,lowZTC,Avg,2033,422.17153658613
2023,Nevada Power Company,lowZTC,Avg,2034,411.416198357701
2023,Nevada Power Company,lowZTC,Avg,2035,401.980378890347
2023,Nevada Power Company,lowZTC,Avg,2036,398.934795397578
2023,Nevada Power Company,lowZTC,Avg,2037,388.072652319193
2023,Nevada Power Company,lowZTC,Avg,2038,378.656062427426
2023,Nevada Power Company,lowZTC,Avg,2039,380.611366544775
2023,Nevada Power Company,lowZTC,Avg,2040,362.252465031388
2023,Nevada Power Company,lowZTC,Avg,2041,354.288871718107
2023,Nevada Power Company,lowZTC,Avg,2042,349.063857500198
2023,Nevada Power Company,lowZTC,Avg,2043,336.559296510402
2023,Nevada Power Company,lowZTC,Avg,2044,324.081458149331
2023,Nevada Power Company,lowZTC,Avg,2045,320.907332671615
2023,Nevada Power Company,lowZTC,Avg,2046,307.000787576355
2023,Nevada Power Company,lowZTC,Avg,2047,310.615144408903
2023,Nevada Power Company,lowZTC,Avg,2048,302.074609081533
2023,Nevada Power Company,lowZTC,Avg,2049,306.49075156029
2023,Nevada Power Company,lowZTC,Avg,2050,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2051,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2052,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2053,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2054,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2055,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2056,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2057,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2058,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2059,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2060,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2061,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2062,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2063,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2064,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2065,304.960190571296
2023,Nevada Power Company,lowZTC,Avg,2066,304.960190571296
2023,New York Independent System Operator,lowZTC,Avg,2023,298.319972019085
2023,New York Independent System Operator,lowZTC,Avg,2024,276.710563866669
2023,New York Independent System Operator,lowZTC,Avg,2025,258.04786782095
2023,New York Independent System Operator,lowZTC,Avg,2026,239.196433544323
2023,New York Independent System Operator,lowZTC,Avg,2027,218.819201965179
2023,New York Independent System Operator,lowZTC,Avg,2028,216.76488666577
2023,New York Independent System Operator,lowZTC,Avg,2029,195.652581089993
2023,New York Independent System Operator,lowZTC,Avg,2030,234.273438906039
2023,New York Independent System Operator,lowZTC,Avg,2031,218.855840030395
2023,New York Independent System Operator,lowZTC,Avg,2032,214.460675822846
2023,New York Independent System Operator,lowZTC,Avg,2033,215.942643334064
2023,New York Independent System Operator,lowZTC,Avg,2034,209.712324784197
2023,New York Independent System Operator,lowZTC,Avg,2035,170.242169148384
2023,New York Independent System Operator,lowZTC,Avg,2036,155.282300824245
2023,New York Independent System Operator,lowZTC,Avg,2037,153.422948614861
2023,New York Independent System Operator,lowZTC,Avg,2038,150.238029793165
2023,New York Independent System Operator,lowZTC,Avg,2039,151.80170237621
2023,New York Independent System Operator,lowZTC,Avg,2040,153.44602060403
2023,New York Independent System Operator,lowZTC,Avg,2041,154.024571908749
2023,New York Independent System Operator,lowZTC,Avg,2042,153.21525007252
2023,New York Independent System Operator,lowZTC,Avg,2043,149.589994190822
2023,New York Independent System Operator,lowZTC,Avg,2044,154.7178468363
2023,New York Independent System Operator,lowZTC,Avg,2045,166.7164375215
2023,New York Independent System Operator,lowZTC,Avg,2046,164.850929086774
2023,New York Independent System Operator,lowZTC,Avg,2047,166.108990934223
2023,New York Independent System Operator,lowZTC,Avg,2048,150.44970667453
2023,New York Independent System Operator,lowZTC,Avg,2049,149.024248336202
2023,New York Independent System Operator,lowZTC,Avg,2050,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2051,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2052,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2053,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2054,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2055,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2056,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2057,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2058,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2059,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2060,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2061,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2062,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2063,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2064,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2065,148.59764836252
2023,New York Independent System Operator,lowZTC,Avg,2066,148.59764836252
2023,NorthWestern Corporation,lowZTC,Avg,2023,373.216297006989
2023,NorthWestern Corporation,lowZTC,Avg,2024,356.832042019768
2023,NorthWestern Corporation,lowZTC,Avg,2025,357.611602726426
2023,NorthWestern Corporation,lowZTC,Avg,2026,175.954876265353
2023,NorthWestern Corporation,lowZTC,Avg,2027,176.626093303034
2023,NorthWestern Corporation,lowZTC,Avg,2028,175.884927762232
2023,NorthWestern Corporation,lowZTC,Avg,2029,175.183437587936
2023,NorthWestern Corporation,lowZTC,Avg,2030,174.48194741364
2023,NorthWestern Corporation,lowZTC,Avg,2031,175.102020407981
2023,NorthWestern Corporation,lowZTC,Avg,2032,174.37025709707
2023,NorthWestern Corporation,lowZTC,Avg,2033,172.997549885092
2023,NorthWestern Corporation,lowZTC,Avg,2034,165.886802505769
2023,NorthWestern Corporation,lowZTC,Avg,2035,162.679286441049
2023,NorthWestern Corporation,lowZTC,Avg,2036,156.819953834867
2023,NorthWestern Corporation,lowZTC,Avg,2037,145.837809136091
2023,NorthWestern Corporation,lowZTC,Avg,2038,145.743786837183
2023,NorthWestern Corporation,lowZTC,Avg,2039,145.664436104171
2023,NorthWestern Corporation,lowZTC,Avg,2040,141.455070641977
2023,NorthWestern Corporation,lowZTC,Avg,2041,135.607756800831
2023,NorthWestern Corporation,lowZTC,Avg,2042,134.878059936863
2023,NorthWestern Corporation,lowZTC,Avg,2043,132.309421326266
2023,NorthWestern Corporation,lowZTC,Avg,2044,130.531025852868
2023,NorthWestern Corporation,lowZTC,Avg,2045,129.691705119273
2023,NorthWestern Corporation,lowZTC,Avg,2046,127.005320609809
2023,NorthWestern Corporation,lowZTC,Avg,2047,124.989802942199
2023,NorthWestern Corporation,lowZTC,Avg,2048,119.870193738668
2023,NorthWestern Corporation,lowZTC,Avg,2049,118.000978855425
2023,NorthWestern Corporation,lowZTC,Avg,2050,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2051,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2052,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2053,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2054,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2055,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2056,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2057,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2058,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2059,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2060,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2061,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2062,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2063,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2064,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2065,118.853367079267
2023,NorthWestern Corporation,lowZTC,Avg,2066,118.853367079267
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2023,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2024,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2025,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2026,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2027,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2028,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2029,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2030,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2031,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2032,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2033,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2034,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2035,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2036,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2037,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2038,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2039,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2040,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2041,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2042,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2043,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2044,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2045,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2046,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2047,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2048,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2049,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2050,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2051,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2052,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2053,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2054,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2055,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2056,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2057,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2058,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2059,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2060,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2061,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2062,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2063,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2064,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2065,1209.80508096529
2023,Ohio Valley Electric Corporation,lowZTC,Avg,2066,1209.80508096529
2023,PacifiCorp East,lowZTC,Avg,2023,632.56688028906
2023,PacifiCorp East,lowZTC,Avg,2024,589.44127993244
2023,PacifiCorp East,lowZTC,Avg,2025,566.863222128941
2023,PacifiCorp East,lowZTC,Avg,2026,512.165995730647
2023,PacifiCorp East,lowZTC,Avg,2027,497.557669381449
2023,PacifiCorp East,lowZTC,Avg,2028,495.009260057996
2023,PacifiCorp East,lowZTC,Avg,2029,492.610606286641
2023,PacifiCorp East,lowZTC,Avg,2030,489.241135047287
2023,PacifiCorp East,lowZTC,Avg,2031,486.158409383994
2023,PacifiCorp East,lowZTC,Avg,2032,482.374131469073
2023,PacifiCorp East,lowZTC,Avg,2033,467.761053951304
2023,PacifiCorp East,lowZTC,Avg,2034,440.639037200391
2023,PacifiCorp East,lowZTC,Avg,2035,433.989381036501
2023,PacifiCorp East,lowZTC,Avg,2036,428.466649655328
2023,PacifiCorp East,lowZTC,Avg,2037,424.164007700268
2023,PacifiCorp East,lowZTC,Avg,2038,410.017400266581
2023,PacifiCorp East,lowZTC,Avg,2039,413.186205934928
2023,PacifiCorp East,lowZTC,Avg,2040,404.124153072714
2023,PacifiCorp East,lowZTC,Avg,2041,399.086817160805
2023,PacifiCorp East,lowZTC,Avg,2042,394.067615291933
2023,PacifiCorp East,lowZTC,Avg,2043,386.900030029968
2023,PacifiCorp East,lowZTC,Avg,2044,366.236330761018
2023,PacifiCorp East,lowZTC,Avg,2045,348.010126620988
2023,PacifiCorp East,lowZTC,Avg,2046,321.096019968603
2023,PacifiCorp East,lowZTC,Avg,2047,330.234390281081
2023,PacifiCorp East,lowZTC,Avg,2048,316.661020831345
2023,PacifiCorp East,lowZTC,Avg,2049,312.368607808198
2023,PacifiCorp East,lowZTC,Avg,2050,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2051,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2052,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2053,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2054,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2055,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2056,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2057,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2058,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2059,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2060,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2061,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2062,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2063,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2064,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2065,312.937317580336
2023,PacifiCorp East,lowZTC,Avg,2066,312.937317580336
2023,PacifiCorp West,lowZTC,Avg,2023,158.948446434815
2023,PacifiCorp West,lowZTC,Avg,2024,152.765468671785
2023,PacifiCorp West,lowZTC,Avg,2025,153.964669030211
2023,PacifiCorp West,lowZTC,Avg,2026,154.403940581803
2023,PacifiCorp West,lowZTC,Avg,2027,153.889989646193
2023,PacifiCorp West,lowZTC,Avg,2028,151.532334457936
2023,PacifiCorp West,lowZTC,Avg,2029,148.059691418293
2023,PacifiCorp West,lowZTC,Avg,2030,143.916430250732
2023,PacifiCorp West,lowZTC,Avg,2031,145.387913813026
2023,PacifiCorp West,lowZTC,Avg,2032,143.756993201194
2023,PacifiCorp West,lowZTC,Avg,2033,137.156015716299
2023,PacifiCorp West,lowZTC,Avg,2034,132.046683964509
2023,PacifiCorp West,lowZTC,Avg,2035,128.129870996762
