Release Year,Case,Region,Division,Sector,Year,Natural Gas,Distillate Oil,Electricity,Propane,Residual Fuel Oil,Coal
2023,ref,Midwest,East North Central,Commercial,2023,0,0,0,0,0,
2023,ref,Midwest,East North Central,Commercial,2024,-0.12014056728714,-0.0761988429770667,-0.0321016444553025,-0.0700795066621193,0.223460101101931,
2023,ref,Midwest,East North Central,Commercial,2025,-0.0738626047552202,-0.100294865660789,-0.0409906532586566,-0.0802560931280673,0.0353026324503363,
2023,ref,Midwest,East North Central,Commercial,2026,-0.0628640491955791,-0.0633297949568999,-0.021436038487692,-0.046637743418533,0.10346469854045,
2023,ref,Midwest,East North Central,Commercial,2027,-0.0389252217575775,-0.065850823705596,-0.0292381056361229,-0.0268680346544184,0.133893754594615,
2023,ref,Midwest,East North Central,Commercial,2028,-0.0190493857149368,-0.063231792204725,-0.0161491772228375,-0.00596369528352825,0.112120976177931,
2023,ref,Midwest,East North Central,Commercial,2029,0.0055780782436714,0.00494778132906193,-0.00812387603752696,0.00501767495536343,0.00219723987040377,
2023,ref,Midwest,East North Central,Commercial,2030,0.00892434639022333,-0.00128444969352126,-0.00653303989639598,0.013924813464913,0.00654172087145599,
2023,ref,Midwest,East North Central,Commercial,2031,0.0134363106497517,0.00909393393276359,-0.00451889207346501,0.0180663955249731,0.0082422493022225,
2023,ref,Midwest,East North Central,Commercial,2032,0.00862230105272754,0.0042963477917024,-0.00157644486170516,0.0224601440145904,0.00743972908306367,
2023,ref,Midwest,East North Central,Commercial,2033,0.0174260043167633,0.00599659761081561,-0.000195030162940091,0.024454426723254,0.00673847797269311,
2023,ref,Midwest,East North Central,Commercial,2034,0.0152005399557349,0.00279533195606829,0.00799514018620306,0.0198306559891941,0.00735845358767873,
2023,ref,Midwest,East North Central,Commercial,2035,0.0130887985994319,0.00763255195935875,-0.00586282754557621,0.0115979423229702,0.00803482195533123,
2023,ref,Midwest,East North Central,Commercial,2036,0.00500960863804511,0.00182479569854532,-9.37967550062036E-05,0.00696626311600679,0.00631902072183932,
2023,ref,Midwest,East North Central,Commercial,2037,0.00942780082159556,0.00610281374042443,0.00207504002455261,0.0078174809690319,0.00621617134823338,
2023,ref,Midwest,East North Central,Commercial,2038,0.0140207076217171,0.00423626487186302,0.00309303966697705,0.0144828586994572,0.00720724866687306,
2023,ref,Midwest,East North Central,Commercial,2039,-0.000141470643985175,0.0023833164748277,0.00856076447755605,0.000793361295720052,0.00528091597889335,
2023,ref,Midwest,East North Central,Commercial,2040,0.010066256888283,0.00269550371202287,0.00658264157547306,0.0119199180752847,0.00577083981460902,
2023,ref,Midwest,East North Central,Commercial,2041,0.0100507159499863,0.00793038131262924,0.00547499092569614,0.00966688544496552,0.00852649803379157,
2023,ref,Midwest,East North Central,Commercial,2042,4.64871530816424E-05,0.000193310131338498,0.000703706433444973,0.0043018894976059,0.000945182555058599,
2023,ref,Midwest,East North Central,Commercial,2043,-0.00396736495302763,0.0057866679535592,-0.00289046969892615,9.57645973658217E-05,0.00447730977897742,
2023,ref,Midwest,East North Central,Commercial,2044,-0.00489608761542759,-0.00410644539623817,-0.00155567332593087,-0.0020196123226105,-0.00204352708704403,
2023,ref,Midwest,East North Central,Commercial,2045,-1.92810186319115E-05,0.00313795725722787,8.88422304625713E-05,0.00197279555719154,0.00352547398739023,
2023,ref,Midwest,East North Central,Commercial,2046,-0.00165350950618137,0.0107976344189409,-0.00537770236168012,-0.000179869965232782,0.0104726480145898,
2023,ref,Midwest,East North Central,Commercial,2047,-0.00310357305650211,0.00095326184865252,-0.0121309812651166,0.00135461728433772,5.96832135966174E-05,
2023,ref,Midwest,East North Central,Commercial,2048,-0.00418662917641877,0.00207056979373554,0.000723731276807138,0.00363046925898147,0.0079939184594553,
2023,ref,Midwest,East North Central,Commercial,2049,-0.00210244399584247,0.00352725860705005,-0.00588070887557857,-0.000353061227480689,0.00595415158523727,
2023,ref,Midwest,East North Central,Commercial,2050,-0.000297048888450946,0.000189521308434415,-0.0106566886792207,-0.00168387458109576,0.00450364491884092,
2023,ref,Midwest,East North Central,Commercial,2051,-0.00243820469600564,0.00167729622889956,-0.00712299667356908,0.000733715753830744,0.00457066355621194,
2023,ref,Midwest,East North Central,Commercial,2052,-0.00244416406831483,0.00167448761713396,-0.00717409774796363,0.000733177809721264,0.00454986764199505,
2023,ref,Midwest,East North Central,Commercial,2053,-0.00245015264336768,0.0016716883956156,-0.00722593732868038,0.00073264065385148,0.0045292601079876,
2023,ref,Midwest,East North Central,Commercial,2054,-0.00245617063634484,0.00166889851733099,-0.00727853154144353,0.000732104284489665,0.00450883840606164,
2023,ref,Midwest,East North Central,Commercial,2055,-0.0024622182645464,0.00166611793557858,-0.00733189698490677,0.00073156869991009,0.00448860003383955,
2023,ref,Midwest,East North Central,Commercial,2056,-0.00246829574741814,0.00166334660396839,-0.00738605074811749,0.000731033898391686,0.0044685425336719,
2023,ref,Midwest,East North Central,Commercial,2057,-0.00247440330657711,0.00166058447641904,-0.00744101042876144,0.000730499878217827,0.00444866349164141,
2023,ref,Midwest,East North Central,Commercial,2058,-0.00248054116583996,0.00165783150715382,-0.00749679415223048,0.000729966637677881,0.00442896053659614,
2023,ref,Midwest,East North Central,Commercial,2059,-0.0024867095512493,0.00165508765069955,-0.00755342059155051,0.000729434175065657,0.00440943133920624,
2023,ref,Midwest,East North Central,Commercial,2060,-0.00249290869110186,0.00165235286188303,-0.00761090898822259,0.000728902488680072,0.00439007361104427,
2023,ref,Midwest,East North Central,Commercial,2061,-0.00249913881597652,0.00164962709583016,-0.00766927917402149,0.000728371576825149,0.00437088510369366,
2023,ref,Midwest,East North Central,Commercial,2062,-0.00250540015876277,0.00164691030796194,-0.00772855159380503,0.000727841437809351,0.00435186360787654,
2023,ref,Midwest,East North Central,Commercial,2063,-0.00251169295469023,0.00164420245399199,-0.00778874732939139,0.000727312069946695,0.00433300695260663,
2023,ref,Midwest,East North Central,Commercial,2064,-0.0025180174413576,0.00164150348992553,-0.00784988812455767,0.000726783471555637,0.00431431300436325,
2023,ref,Midwest,East North Central,Commercial,2065,-0.00252437385876236,0.00163881337205596,-0.00791199641122753,0.000726255640959517,0.00429577966628503,
2023,ref,Midwest,East North Central,Commercial,2066,-0.00253076244933215,0.00163613205696267,-0.00797509533691243,0.000725728576487006,0.00427740487738815,
2023,ref,Midwest,East North Central,Industrial,2023,0,0,0,0,,0
2023,ref,Midwest,East North Central,Industrial,2024,-0.16188287908604,-0.0784600550696015,-0.0561928335027866,-0.10543592980676,,-0.00161070060801938
2023,ref,Midwest,East North Central,Industrial,2025,-0.102852927925748,-0.102179192850477,-0.0569669160198676,-0.11463051107976,,0.0330070839350318
2023,ref,Midwest,East North Central,Industrial,2026,-0.0871626650494803,-0.0663227404264524,-0.0418853350439535,-0.0630073188172391,,-0.00366804129184983
2023,ref,Midwest,East North Central,Industrial,2027,-0.0525255641845391,-0.0692904289045163,-0.0369808264549051,-0.0354294295432723,,-0.00981084720384517
2023,ref,Midwest,East North Central,Industrial,2028,-0.0207587587055859,-0.0667086378069081,-0.0242237938221385,-0.00637735821800967,,-0.00655166065646562
2023,ref,Midwest,East North Central,Industrial,2029,0.000484203480557444,0.00491910382991523,-0.0144192275639874,0.00861048095852079,,-0.00233405145219223
2023,ref,Midwest,East North Central,Industrial,2030,0.00971945819972908,-0.00133095980511444,-0.0106290169259276,0.0211913130549994,,-0.00065920865824709
2023,ref,Midwest,East North Central,Industrial,2031,0.0152039252565117,0.00906878386294308,-0.00539230482004904,0.026734085394597,,-0.000664613190815899
2023,ref,Midwest,East North Central,Industrial,2032,0.0114185630529962,0.00439118915007453,-0.00386179458227376,0.0330631174626266,,-0.00118920886612073
2023,ref,Midwest,East North Central,Industrial,2033,0.0228132723663657,0.00636275184805601,0.00303149634938404,0.0357474494773373,,-0.000627343409774106
2023,ref,Midwest,East North Central,Industrial,2034,0.018886732292313,0.00245121169225571,-0.00145726295546722,0.0284025139135042,,0.000884478416800283
2023,ref,Midwest,East North Central,Industrial,2035,0.0173783006225643,0.00820596560862086,-0.0060995400388234,0.0160498823938307,,0.000609926672743955
2023,ref,Midwest,East North Central,Industrial,2036,0.00359900766724608,0.00144115663875066,-0.00191612610423286,0.00959247450272427,,0.00315555754539742
2023,ref,Midwest,East North Central,Industrial,2037,0.0098424397626018,0.00628356345076364,0.00481706268739734,0.0113410442024937,,0.00747083307161067
2023,ref,Midwest,East North Central,Industrial,2038,0.0214241247079328,0.00422706394405759,0.00800021621647318,0.021580468365278,,0.0115740224215304
2023,ref,Midwest,East North Central,Industrial,2039,-0.00554066260068287,0.00233993776066832,0.0108569307296413,0.000112518772820147,,0.00860187777009691
2023,ref,Midwest,East North Central,Industrial,2040,0.0186809352341886,0.00260301888341141,0.00896358282022902,0.0180853445150642,,0.00474814229696485
2023,ref,Midwest,East North Central,Industrial,2041,0.0123769700789513,0.00786603738367586,0.008152937459178,0.0139553456682842,,0.00404324100770204
2023,ref,Midwest,East North Central,Industrial,2042,-0.00390062240278344,7.63661168974306E-05,0.000242614625812765,0.00578508490333962,,0.00288113600351969
2023,ref,Midwest,East North Central,Industrial,2043,-0.0105883335881742,0.00575118787432971,-0.00182385396008689,-0.000247146096684636,,0.00333413126139082
2023,ref,Midwest,East North Central,Industrial,2044,-0.0100927060614649,-0.00414712711270415,0.00106093571283905,-0.00309835061192087,,0.00271122749818997
2023,ref,Midwest,East North Central,Industrial,2045,-0.00504293513898402,0.00272811931711203,-0.00150613430964675,0.00317314242075417,,0.00241413698394655
2023,ref,Midwest,East North Central,Industrial,2046,-0.0063279193219421,0.0107578705977214,-0.00844886314726212,-0.000326723975320409,,0.00120794418743064
2023,ref,Midwest,East North Central,Industrial,2047,-0.00843859941951375,0.000982925144472402,-0.00947919953314191,0.00212573017613882,,0.000864879773210703
2023,ref,Midwest,East North Central,Industrial,2048,-0.00975316331511245,0.00205009295149505,-0.0023129841427566,0.00550910938532589,,0.00082575448007205
2023,ref,Midwest,East North Central,Industrial,2049,-0.00970056250507889,0.00350203847869923,-0.00748590853763842,-0.000763503429190071,,-0.00662415889683465
2023,ref,Midwest,East North Central,Industrial,2050,-0.00433081126252166,0.000135845726651151,-0.00995114889607895,-0.00252447941155221,,-0.000448985132232349
2023,ref,Midwest,East North Central,Industrial,2051,-0.00822324375468053,0.00166001266943816,-0.00744756164754867,0.00107916344456105,,-0.00135499939538641
2023,ref,Midwest,East North Central,Industrial,2052,-0.00829142617317646,0.00165726159419544,-0.00750344400937753,0.00107800010625292,,-0.0013568379099338
2023,ref,Midwest,East North Central,Industrial,2053,-0.00836074870380654,0.00165451962236851,-0.00756017133166598,0.00107683927340174,,-0.00135868142039264
2023,ref,Midwest,East North Central,Industrial,2054,-0.00843124018424846,0.00165178670884658,-0.00761776292453953,0.00107568093792243,,-0.00136052994715374
2023,ref,Midwest,East North Central,Industrial,2055,-0.0085029304329991,0.00164906280881683,-0.00767623869103995,0.00107452509176387,,-0.0013623835107196
2023,ref,Midwest,East North Central,Industrial,2056,-0.00857585029143093,0.00164634787776152,-0.00773561915005883,0.00107337172691024,,-0.0013642421317045
2023,ref,Midwest,East North Central,Industrial,2057,-0.00865003166803213,0.00164364187145472,-0.00779592546034225,0.00107222083538061,,-0.00136610583083507
2023,ref,Midwest,East North Central,Industrial,2058,-0.00872550758496171,0.00164094474596133,-0.00785717944562891,0.00107107240922733,,-0.00136797462895233
2023,ref,Midwest,East North Central,Industrial,2059,-0.00880231222706407,0.00163825645763449,-0.00791940362098131,0.00106992644053694,,-0.00136984854701017
