Release Year,Case,Region,Division,Sector,Year,Natural Gas,Distillate Oil,Electricity,Propane,Residual Fuel Oil,Coal
2024,lowZTC,Midwest,East North Central,Commercial,2024,8.287784,26.906477,33.284145,23.110004,9.627106,
2024,lowZTC,Midwest,East North Central,Commercial,2025,7.676012,23.919979,32.06036,21.112358,9.714396,
2024,lowZTC,Midwest,East North Central,Commercial,2026,7.22912,22.276958,31.375589,20.063187,10.678986,
2024,lowZTC,Midwest,East North Central,Commercial,2027,6.964902,20.833145,30.572426,19.495441,12.103917,
2024,lowZTC,Midwest,East North Central,Commercial,2028,6.820226,19.520477,29.986094,19.314247,13.499341,
2024,lowZTC,Midwest,East North Central,Commercial,2029,6.858803,19.598547,29.567045,19.304737,13.572975,
2024,lowZTC,Midwest,East North Central,Commercial,2030,6.895684,19.536028,29.187634,19.480255,13.626959,
2024,lowZTC,Midwest,East North Central,Commercial,2031,6.984993,19.679165,28.875599,19.781153,13.750027,
2024,lowZTC,Midwest,East North Central,Commercial,2032,7.051091,19.769772,28.952383,20.182051,13.847227,
2024,lowZTC,Midwest,East North Central,Commercial,2033,7.151318,19.888929,28.72027,20.714012,13.950918,
2024,lowZTC,Midwest,East North Central,Commercial,2034,7.250304,20.00576,28.462019,21.25873,14.106194,
2024,lowZTC,Midwest,East North Central,Commercial,2035,7.333478,20.107956,28.083906,21.621201,14.169546,
2024,lowZTC,Midwest,East North Central,Commercial,2036,7.349215,20.22436,28.120195,21.795519,14.295947,
2024,lowZTC,Midwest,East North Central,Commercial,2037,7.417533,20.34017,27.88892,21.921564,14.383864,
2024,lowZTC,Midwest,East North Central,Commercial,2038,7.50018,20.465694,27.987717,22.132927,14.511893,
2024,lowZTC,Midwest,East North Central,Commercial,2039,7.540335,20.506111,28.005569,22.257908,14.590936,
2024,lowZTC,Midwest,East North Central,Commercial,2040,7.607371,20.623915,28.23781,22.532948,14.692815,
2024,lowZTC,Midwest,East North Central,Commercial,2041,7.664625,20.789618,28.49284,22.731176,14.847236,
2024,lowZTC,Midwest,East North Central,Commercial,2042,7.670537,20.843922,28.772402,22.815701,14.916464,
2024,lowZTC,Midwest,East North Central,Commercial,2043,7.630114,20.872431,28.776323,22.808592,14.875152,
2024,lowZTC,Midwest,East North Central,Commercial,2044,7.573772,20.861458,28.833296,22.815638,14.912459,
2024,lowZTC,Midwest,East North Central,Commercial,2045,7.545692,20.939817,28.85264,22.8612,14.983205,
2024,lowZTC,Midwest,East North Central,Commercial,2046,7.543677,21.021231,28.434397,22.841276,15.042234,
2024,lowZTC,Midwest,East North Central,Commercial,2047,7.527931,21.204838,28.356894,22.830236,15.164086,
2024,lowZTC,Midwest,East North Central,Commercial,2048,7.48205,21.182413,28.20471,22.778303,15.254257,
2024,lowZTC,Midwest,East North Central,Commercial,2049,7.419243,21.190828,28.011705,22.639318,15.293514,
2024,lowZTC,Midwest,East North Central,Commercial,2050,7.371711,21.195126,27.658693,22.574789,15.36338,
2024,lowZTC,Midwest,East North Central,Commercial,2051,7.3287195,21.23859975,27.464767,22.50816725,15.4436665,
2024,lowZTC,Midwest,East North Central,Commercial,2052,7.285728,21.2820735,27.270841,22.4415455,15.523953,
2024,lowZTC,Midwest,East North Central,Commercial,2053,7.2427365,21.32554725,27.076915,22.37492375,15.6042395,
2024,lowZTC,Midwest,East North Central,Commercial,2054,7.199745,21.369021,26.882989,22.308302,15.684526,
2024,lowZTC,Midwest,East North Central,Commercial,2055,7.1567535,21.41249475,26.689063,22.24168025,15.7648125,
2024,lowZTC,Midwest,East North Central,Commercial,2056,7.113762,21.4559685,26.495137,22.1750585,15.845099,
2024,lowZTC,Midwest,East North Central,Commercial,2057,7.0707705,21.49944225,26.301211,22.10843675,15.9253855,
